home_team,away_team,pts_h,fg%_h,3pt%_h,ft%_h,oreb_h,dreb_h,ast_h,stl_h,blk_h,to_h,pts_a,fg%_a,3pt%_a,ft%_a,oreb_a,dreb_a,ast_a,stl_a,blk_a,to_a,outcome,date
Suns,Trail Blazers,106,0.4091,0.3421,0.5526,9,30,19,9,4,16,120,0.4681,0.4615,0.7692,14,39,25,8,8,16,0,2019-01-24
Wizards,Warriors,118,0.4632,0.3571,0.3571,9,27,29,7,2,10,126,0.5682,0.35,0.95,8,42,34,5,6,15,0,2019-01-24
Thunder,Pelicans,122,0.495,0.4375,0.25,14,43,33,8,2,14,116,0.4851,0.2778,0.2222,8,34,34,7,6,12,1,2019-01-24
Cavaliers,Heat,94,0.4353,0.3333,0.3333,9,33,23,8,2,13,100,0.4684,0.3913,0.7391,11,36,19,6,4,14,0,2019-01-25
Grizzlies,Kings,96,0.425,0.3,1.1,9,35,22,13,5,16,99,0.4066,0.3636,0.3939,12,37,23,11,5,17,0,2019-01-25
Bucks,Hornets,108,0.4607,0.1935,0.6452,6,40,17,9,6,11,99,0.4,0.2564,0.4359,12,41,20,4,2,17,1,2019-01-25
Nets,Knicks,109,0.4048,0.2727,0.9697,18,42,19,5,2,19,99,0.4253,0.2581,0.5484,6,27,17,12,11,8,1,2019-01-25
Magic,Wizards,91,0.4524,0.2121,0.2424,13,39,24,3,4,16,95,0.44299999999999995,0.5556,0.3704,5,33,26,9,1,12,0,2019-01-25
Nuggets,Suns,132,0.5,0.4167,0.6389,16,41,26,9,1,12,95,0.4211,0.2333,0.8,2,33,20,4,7,15,1,2019-01-25
Mavericks,Pistons,106,0.4568,0.3889,0.5,9,34,24,8,6,9,101,0.4118,0.3158,0.5,13,33,22,6,0,12,1,2019-01-25
Rockets,Raptors,121,0.4505,0.2174,0.6304,12,28,17,11,5,12,119,0.4835,0.3889,0.4722,12,35,27,4,1,19,1,2019-01-25
Bulls,Clippers,101,0.3922,0.2857,0.3143,12,37,20,11,5,8,106,0.4634,0.381,1.0476,5,45,27,3,4,16,0,2019-01-25
Jazz,Timberwolves,106,0.3936,0.325,0.475,16,31,25,9,8,11,102,0.4222,0.3077,0.6923,12,38,20,5,5,14,1,2019-01-25
Pelicans,Spurs,114,0.4688,0.2593,0.6296,10,31,26,6,6,8,126,0.5165,0.4583,0.875,9,42,30,5,3,9,0,2019-01-26
Nuggets,76ers,126,0.5106,0.3333,0.9167,11,40,27,4,4,10,110,0.4176,0.3889,0.5556,11,30,29,7,2,12,1,2019-01-26
Celtics,Warriors,111,0.4141,0.375,0.35,15,34,23,6,4,14,115,0.4458,0.3636,0.8788,11,42,25,8,7,14,0,2019-01-26
Trail Blazers,Hawks,120,0.5,0.3667,0.9,11,36,26,8,7,18,111,0.4565,0.3636,0.4545,9,27,24,9,7,10,1,2019-01-26
Grizzlies,Pacers,106,0.4875,0.3214,0.6786,8,28,29,8,5,12,103,0.4324,0.3333,1.1111,7,33,20,7,5,17,1,2019-01-26
Mavericks,Raptors,120,0.4886,0.3056,0.6389,7,36,25,5,2,11,123,0.4458,0.5,0.9412,8,36,24,6,5,7,0,2019-01-27
Clippers,Kings,122,0.4773,0.3793,0.9309999999999999,14,38,35,6,1,18,108,0.3978,0.2222,0.7222,15,29,18,12,6,12,1,2019-01-27
Timberwolves,Jazz,111,0.4805,0.4722,0.5556,5,30,22,7,4,16,125,0.5349,0.3846,0.4615,6,30,30,8,5,9,0,2019-01-27
Lakers,Suns,116,0.5281,0.4348,0.5217,14,27,28,8,10,16,102,0.4,0.2692,1.0385,15,25,19,8,9,16,1,2019-01-27
Bulls,Cavaliers,101,0.4432,0.3462,0.5385,8,39,22,5,8,10,104,0.4239,0.3824,0.3824,12,40,26,5,3,8,0,2019-01-27
Spurs,Wizards,132,0.5698,0.4706,0.5294,7,42,31,6,4,15,119,0.4494,0.3913,0.4565,8,24,32,11,0,9,1,2019-01-27
Knicks,Heat,97,0.4286,0.2692,0.6923,7,31,22,13,3,11,106,0.4643,0.3636,0.4848,8,39,26,6,5,15,0,2019-01-27
Thunder,Bucks,118,0.4681,0.5,0.4375,11,41,29,5,10,11,112,0.4286,0.4054,0.5135,9,40,22,6,5,14,1,2019-01-27
Rockets,Magic,103,0.475,0.3333,0.4167,3,36,20,8,7,13,98,0.4021,0.2857,0.2857,18,38,23,10,4,13,1,2019-01-27
Celtics,Nets,112,0.45,0.325,0.225,16,36,29,11,16,17,104,0.3786,0.3824,0.3824,16,32,20,10,5,17,1,2019-01-28
Hornets,Knicks,101,0.4149,0.3235,0.3529,13,38,25,4,10,10,92,0.4,0.3043,0.7391,8,38,19,6,6,8,1,2019-01-28
Clippers,Hawks,118,0.4824,0.3704,0.963,13,25,27,10,4,16,123,0.5057,0.2941,0.7353,15,29,28,7,6,17,0,2019-01-28
Grizzlies,Nuggets,92,0.4487,0.2812,0.4062,9,33,26,5,7,19,95,0.4405,0.2222,0.3611,9,28,17,10,2,15,0,2019-01-28
Pacers,Warriors,100,0.4255,0.4,0.2667,10,28,29,4,5,15,132,0.5408,0.4194,0.4194,13,35,39,9,7,12,0,2019-01-28
Magic,Thunder,117,0.4314,0.3415,0.3659,18,35,26,4,5,12,126,0.5385,0.4286,0.9048,6,37,25,7,8,7,0,2019-01-29
Pistons,Bucks,105,0.4719,0.3243,0.2432,10,29,29,8,3,11,115,0.5402,0.4062,0.25,6,33,32,9,6,10,0,2019-01-29
Rockets,Pelicans,116,0.396,0.3393,0.3036,15,30,22,11,5,12,121,0.5111,0.2903,0.6452,13,42,27,8,9,17,0,2019-01-29
Nets,Bulls,122,0.4468,0.2857,0.8,7,36,25,11,2,8,117,0.5,0.3214,0.5,5,45,17,6,8,17,1,2019-01-29
Lakers,76ers,105,0.4674,0.3043,0.5217,14,35,26,7,4,21,121,0.4516,0.4167,0.6111,12,32,33,15,6,12,0,2019-01-29
Cavaliers,Wizards,116,0.5357,0.4412,0.3235,7,41,30,3,2,15,113,0.4828,0.3333,0.4722,3,33,31,8,1,6,1,2019-01-29
Spurs,Suns,126,0.47,0.4412,0.5,14,22,29,9,4,11,124,0.6,0.4483,0.5172,3,35,26,8,5,18,1,2019-01-29
Heat,Bulls,89,0.382,0.2857,0.2143,15,32,22,6,2,14,105,0.5128,0.4211,0.8947,5,35,26,6,3,12,0,2019-01-30
Wizards,Pacers,107,0.5256,0.4286,0.4643,8,33,27,8,4,14,89,0.3929,0.2903,0.4516,10,29,27,6,3,15,1,2019-01-30
Kings,Hawks,135,0.5455,0.3143,0.4571,15,38,36,7,2,14,113,0.4419,0.3478,0.4565,9,27,24,7,3,20,1,2019-01-30
Celtics,Hornets,126,0.5556,0.4138,0.4828,12,41,34,10,7,10,94,0.4382,0.325,0.075,7,24,20,7,5,12,1,2019-01-30
Knicks,Mavericks,90,0.4103,0.2308,0.7692,5,29,16,10,5,12,114,0.5357,0.3947,0.2368,7,42,31,4,1,18,0,2019-01-30
Trail Blazers,Jazz,132,0.5333,0.5,0.625,11,35,28,7,5,13,105,0.4471,0.3235,0.5294,8,28,24,9,4,16,1,2019-01-30
Pelicans,Nuggets,99,0.4157,0.4167,0.2778,8,40,27,4,4,14,105,0.4719,0.3,0.4,6,37,31,10,7,9,0,2019-01-30
Timberwolves,Grizzlies,99,0.3895,0.2286,0.4857,11,30,25,12,3,10,97,0.4138,0.2609,0.8261,14,37,21,3,7,18,1,2019-01-30
Spurs,Nets,117,0.4,0.3636,0.7576,13,37,23,6,3,9,114,0.4719,0.3235,0.5588,5,41,30,5,7,14,1,2019-01-31
Magic,Pacers,107,0.4634,0.44,0.8,9,39,25,4,5,15,100,0.4505,0.2105,0.7368,6,36,26,8,2,9,1,2019-01-31
Clippers,Lakers,120,0.4423,0.3256,0.3256,12,39,26,11,8,8,123,0.4565,0.4231,1.0769,7,49,28,7,4,16,0,2019-01-31
Raptors,Bucks,92,0.3978,0.2593,0.4074,8,31,16,9,4,16,105,0.4937,0.3684,0.3421,7,43,21,13,6,18,0,2019-01-31
Warriors,76ers,104,0.4659,0.2895,0.2895,9,28,30,13,7,15,113,0.4659,0.3243,0.5135,16,33,30,11,5,19,0,2019-01-31
Pistons,Mavericks,93,0.3837,0.2727,0.5455,15,37,21,5,5,11,89,0.4091,0.28,0.4,11,33,18,2,5,10,1,2019-01-31
Nuggets,Rockets,136,0.622,0.4516,0.6452,10,26,37,7,4,8,122,0.5294,0.3636,0.3636,11,19,23,6,3,10,1,2019-02-01
Hornets,Grizzlies,100,0.4384,0.4138,0.8276,6,34,15,6,7,12,92,0.4375,0.3103,0.4483,9,31,23,8,3,11,1,2019-02-01
Jazz,Hawks,128,0.5287,0.3429,0.6857,11,40,31,4,6,15,112,0.39799999999999996,0.3043,0.4348,8,32,23,11,4,11,1,2019-02-01
Heat,Thunder,102,0.4457,0.3056,0.25,11,36,28,7,2,17,118,0.4835,0.5333,0.4667,13,37,23,10,4,15,0,2019-02-01
Knicks,Celtics,99,0.4535,0.2903,0.3871,8,40,21,2,2,17,113,0.46,0.3514,0.2162,11,32,25,11,7,7,0,2019-02-01
Kings,76ers,115,0.4565,0.3667,0.6667,12,38,22,9,2,16,108,0.4409,0.2121,0.5758,14,32,19,9,5,13,1,2019-02-02
Pistons,Clippers,101,0.4217,0.4048,0.3333,7,31,21,6,4,14,111,0.4878,0.5,1.05,11,36,22,5,4,12,0,2019-02-02
Suns,Hawks,112,0.4688,0.375,0.3125,10,27,31,15,5,10,118,0.5119,0.4375,0.5625,16,37,21,6,5,24,0,2019-02-02
Wizards,Bucks,115,0.4624,0.303,0.5758,12,34,28,6,6,12,131,0.4945,0.4359,0.6154,6,40,30,10,4,11,0,2019-02-02
Magic,Nets,102,0.4362,0.3704,0.3704,7,42,25,11,8,14,89,0.3626,0.2632,0.3421,8,42,23,6,2,18,1,2019-02-02
Spurs,Pelicans,113,0.4783,0.3913,0.6957,10,40,29,5,2,11,108,0.4479,0.2857,0.3429,5,37,26,6,4,8,1,2019-02-02
Heat,Pacers,88,0.4225,0.3,0.6333,10,33,21,8,4,23,95,0.4270000000000001,0.2917,0.5,14,29,26,15,4,13,0,2019-02-02
Cavaliers,Mavericks,98,0.4,0.1739,1.1304,11,33,20,7,2,6,111,0.4762,0.4103,0.3846,9,41,20,2,4,13,0,2019-02-02
Hornets,Bulls,125,0.5244,0.4375,0.7812,9,27,25,6,2,6,118,0.5185,0.375,1.0417,8,31,20,4,2,10,1,2019-02-02
Warriors,Lakers,115,0.4725,0.3235,0.5294,7,37,31,4,9,10,101,0.4375,0.2593,0.3704,13,36,23,5,4,15,1,2019-02-02
Timberwolves,Nuggets,106,0.4719,0.3235,0.3235,8,33,27,6,4,8,107,0.4719,0.3939,0.303,15,33,29,3,7,10,0,2019-02-02
Jazz,Rockets,98,0.3605,0.2683,0.6098,14,37,19,8,9,20,125,0.4598,0.3846,0.7692,8,40,17,15,8,14,0,2019-02-02
Raptors,Clippers,121,0.4574,0.2727,0.7879,16,40,21,10,5,14,103,0.4270000000000001,0.1667,2.0833,7,29,15,7,7,13,1,2019-02-03
Knicks,Grizzlies,84,0.3784,0.3,0.4,6,39,20,4,6,15,96,0.4066,0.3462,0.5,10,39,25,8,4,7,0,2019-02-03
Celtics,Thunder,134,0.5934,0.3824,0.3824,5,33,36,8,6,14,129,0.4891,0.4,0.7143,11,31,25,12,5,11,1,2019-02-03
Kings,Spurs,127,0.5556,0.4062,0.4375,8,40,26,5,5,8,112,0.4286,0.2812,0.5938,15,31,18,6,3,8,1,2019-02-04
Wizards,Hawks,129,0.4948,0.3158,0.5526,13,27,34,5,8,8,137,0.5055,0.5,0.625,14,36,29,7,2,12,0,2019-02-04
Nets,Bucks,94,0.3235,0.11900000000000001,0.5476,16,40,23,5,9,13,113,0.4257,0.2564,0.4359,15,44,29,9,7,9,0,2019-02-04
Pelicans,Pacers,107,0.4333,0.2368,0.5263,13,42,26,6,4,16,109,0.4505,0.3571,0.6071,8,35,25,5,3,9,0,2019-02-04
Pistons,Nuggets,129,0.5455,0.4324,0.4595,16,37,32,8,8,20,103,0.4457,0.3214,0.4286,10,22,28,10,3,13,1,2019-02-04
Suns,Rockets,110,0.5357,0.28,0.52,9,29,29,9,1,17,118,0.4943,0.3171,0.4634,12,31,19,13,2,12,0,2019-02-04
Cavaliers,Celtics,96,0.4167,0.2727,0.2121,15,32,21,6,0,12,103,0.4878,0.3462,0.5385,8,34,29,10,10,13,0,2019-02-05
76ers,Raptors,107,0.4429,0.2917,1.5833,5,29,20,8,3,18,119,0.4607,0.3548,0.8387,15,27,27,12,0,10,0,2019-02-05
Thunder,Magic,132,0.5,0.4333,0.9,8,41,25,11,2,17,122,0.4667,0.2973,0.7297,8,32,27,14,4,18,1,2019-02-05
Knicks,Pistons,92,0.4,0.2727,0.3333,13,31,17,5,4,11,105,0.4684,0.3529,0.5588,6,35,22,4,7,9,0,2019-02-05
Grizzlies,Timberwolves,108,0.4186,0.4412,0.6176,12,27,18,11,6,8,106,0.4483,0.3103,0.6552,16,39,26,4,4,15,1,2019-02-05
Trail Blazers,Heat,108,0.4516,0.3846,0.2308,7,26,30,6,2,11,118,0.5422,0.3182,0.9545,8,38,18,11,7,12,0,2019-02-05
Hornets,Clippers,115,0.4194,0.3571,0.5238,11,33,19,8,9,5,117,0.4828,0.75,0.625,8,40,25,1,6,11,0,2019-02-05
Pacers,Lakers,136,0.5714,0.5588,0.1471,10,30,37,11,7,10,94,0.4667,0.1905,0.9524,3,31,25,5,3,19,1,2019-02-05
Warriors,Spurs,141,0.5789,0.4706,0.4412,14,38,42,14,5,11,102,0.4321,0.375,0.625,4,26,24,6,5,18,1,2019-02-06
Kings,Rockets,101,0.4286,0.3333,0.3636,20,34,21,5,6,22,127,0.45,0.3922,0.3333,13,29,17,13,7,11,0,2019-02-06
Nets,Nuggets,135,0.5111,0.5588,0.7059,5,35,36,9,5,13,130,0.5051,0.3714,0.4857,12,36,32,7,8,13,1,2019-02-06
Bulls,Pelicans,120,0.4945,0.4444,0.3889,9,27,27,8,6,8,125,0.5294,0.4286,0.5714,14,32,26,1,6,11,0,2019-02-06
Mavericks,Hornets,99,0.4043,0.3056,0.3333,15,42,25,8,5,13,93,0.4045,0.2432,0.3243,8,39,17,9,9,14,1,2019-02-06
Jazz,Suns,116,0.5,0.3929,0.75,12,31,29,13,5,13,88,0.4667,0.1765,0.8824,7,29,23,8,2,22,1,2019-02-06
Bucks,Wizards,148,0.6022,0.6333,0.5667,8,26,33,15,3,14,129,0.5217,0.4595,0.4324,8,32,34,6,5,24,1,2019-02-06
Magic,Timberwolves,122,0.5422,0.4231,0.8077,10,31,23,5,7,13,112,0.4646,0.3846,0.3846,16,27,23,8,4,12,1,2019-02-07
Celtics,Lakers,128,0.4894,0.4211,0.5263,11,37,35,7,5,8,129,0.5155,0.5366,0.1707,10,33,35,5,6,8,0,2019-02-07
Hawks,Raptors,101,0.45,0.4571,0.3714,8,34,25,5,3,17,119,0.4598,0.325,0.65,12,38,29,6,2,8,0,2019-02-07
Pacers,Clippers,116,0.5632,0.4091,0.4091,7,35,26,15,12,19,92,0.4353,0.3529,0.7059,9,27,23,14,6,19,1,2019-02-07
Trail Blazers,Spurs,127,0.5385,0.3548,0.5806,4,29,26,11,4,8,118,0.5275,0.5714,0.4762,10,33,19,3,3,18,1,2019-02-07
Thunder,Grizzlies,117,0.4778,0.3864,0.3182,11,33,29,17,2,11,95,0.4416,0.2917,0.8333,8,37,19,9,4,24,1,2019-02-07
Nets,Bulls,106,0.4149,0.3171,0.3659,6,27,26,9,1,11,125,0.5412,0.5,0.6786,8,42,27,5,5,16,0,2019-02-08
Pistons,Knicks,120,0.4884,0.4333,0.7667,11,35,24,3,6,12,103,0.4487,0.3182,1.1818,10,29,22,6,5,13,1,2019-02-08
Wizards,Cavaliers,119,0.5,0.3429,0.4286,10,38,35,10,4,16,106,0.375,0.3158,0.5789,17,35,21,6,3,14,1,2019-02-08
Pelicans,Timberwolves,122,0.4725,0.3,0.9,8,37,27,11,7,11,117,0.5055,0.4286,0.7619,10,39,22,6,8,15,1,2019-02-08
Mavericks,Bucks,107,0.4138,0.4151,0.2453,9,28,23,6,5,14,122,0.5484,0.2778,0.2778,10,41,25,4,5,12,0,2019-02-08
Kings,Heat,102,0.4111,0.3462,0.7308,10,36,18,11,5,13,96,0.4318,0.3333,0.2727,11,38,26,6,8,18,1,2019-02-08
76ers,Nuggets,117,0.5,0.4545,1.3182,7,35,23,7,5,17,110,0.4894,0.2308,0.4615,8,32,35,5,3,12,1,2019-02-08
Suns,Warriors,107,0.3861,0.1935,0.7419,19,29,23,12,1,11,117,0.5062,0.3448,0.8621,9,40,30,5,9,18,0,2019-02-08
Jazz,Spurs,125,0.5222,0.3902,0.3659,9,43,29,7,3,11,105,0.4494,0.3182,0.8182,5,31,24,7,3,9,1,2019-02-09
Bucks,Magic,83,0.3263,0.1714,0.4286,12,39,18,5,8,10,103,0.4681,0.3704,0.1852,9,48,28,5,8,12,0,2019-02-09
Hawks,Hornets,120,0.5349,0.4242,0.4242,10,26,26,10,3,18,129,0.5455,0.4524,0.3333,10,27,30,12,7,13,0,2019-02-09
Celtics,Clippers,112,0.4239,0.3462,0.9615,8,37,21,9,3,12,123,0.4762,0.4,1.0333,6,43,28,6,6,17,0,2019-02-09
Grizzlies,Pelicans,99,0.4318,0.2759,0.5172,10,35,27,6,2,10,90,0.3953,0.1818,0.4848,17,35,25,6,5,15,1,2019-02-09
Knicks,Raptors,99,0.4149,0.4,0.44,15,42,22,9,4,14,104,0.3837,0.4,0.6857,10,37,27,8,5,12,0,2019-02-09
Rockets,Thunder,112,0.4302,0.3556,0.4889,7,32,18,10,7,12,117,0.4494,0.3824,0.7059,12,41,20,7,5,19,0,2019-02-09
Bulls,Wizards,125,0.5052,0.2609,0.9129999999999999,14,31,28,7,5,11,134,0.5789,0.4444,0.4444,6,33,38,6,6,13,0,2019-02-09
Pacers,Cavaliers,105,0.5357,0.3462,0.2308,6,37,31,8,5,9,90,0.44299999999999995,0.4444,0.1111,5,25,23,3,2,12,1,2019-02-09
76ers,Lakers,143,0.5773,0.5,0.7917,7,35,33,10,3,7,120,0.5161,0.3704,0.5185,9,34,31,3,4,16,1,2019-02-10
Hawks,Magic,108,0.4625,0.4062,0.6562,5,28,27,5,6,11,124,0.4725,0.3514,0.6757,11,38,29,4,9,8,0,2019-02-10
Kings,Suns,117,0.4524,0.2903,1.0323,11,38,26,12,11,12,104,0.4176,0.2222,0.8148,15,39,22,5,4,17,1,2019-02-10
Mavericks,Trail Blazers,102,0.4138,0.3243,0.4865,11,28,20,6,3,15,101,0.4884,0.3103,0.2759,12,36,24,7,4,19,1,2019-02-10
Warriors,Heat,120,0.5366,0.3611,0.5278,7,29,28,8,5,12,118,0.4571,0.4186,0.09300000000000001,21,31,32,6,4,16,1,2019-02-10
Bulls,Bucks,99,0.3854,0.3214,0.5714,9,36,24,8,2,13,112,0.475,0.3158,0.6316,5,44,24,6,7,17,0,2019-02-11
Rockets,Mavericks,120,0.4667,0.3833,0.2167,9,29,28,13,5,9,104,0.4795,0.3611,0.5833,3,30,21,5,1,18,1,2019-02-11
Raptors,Nets,127,0.5435,0.2903,0.5806,5,35,32,12,3,13,125,0.5227,0.4878,0.3171,5,26,33,6,3,14,1,2019-02-11
Pacers,Hornets,99,0.5135,0.32,0.6,5,34,25,3,3,12,90,0.3222,0.175,0.625,21,30,15,7,2,5,1,2019-02-11
Timberwolves,Clippers,130,0.5222,0.3333,1.6667,16,28,28,14,1,12,120,0.5139,0.4138,1.1724,8,29,24,8,2,21,1,2019-02-11
Nuggets,Heat,103,0.4270000000000001,0.4324,0.2973,10,35,27,7,6,15,87,0.4146,0.2727,0.303,7,40,23,10,5,16,1,2019-02-11
Cavaliers,Knicks,107,0.4,0.3182,0.3864,17,39,20,6,2,18,104,0.4565,0.2692,0.5,10,36,21,8,9,10,1,2019-02-11
Pistons,Wizards,121,0.5176,0.4167,0.5,10,38,25,6,2,16,112,0.5,0.359,0.359,7,30,31,7,5,14,1,2019-02-11
Thunder,Trail Blazers,120,0.4767,0.4571,0.6286,7,38,23,9,7,12,111,0.4138,0.3793,0.9655,10,36,18,8,7,13,1,2019-02-11
Grizzlies,Spurs,107,0.4944,0.3333,0.4583,8,40,25,5,6,12,108,0.4186,0.619,1.0952,10,33,23,6,5,7,0,2019-02-12
Hawks,Lakers,117,0.4348,0.381,0.5,6,41,29,8,6,20,113,0.4316,0.35,0.425,10,34,25,10,6,15,1,2019-02-12
Pelicans,Magic,88,0.38299999999999995,0.3448,0.2069,8,34,21,5,8,14,118,0.4421,0.4062,0.6562,12,46,32,9,8,10,0,2019-02-12
76ers,Celtics,109,0.4875,0.3333,0.8148,10,37,21,4,3,14,112,0.4659,0.4483,0.5862,8,33,24,9,3,5,0,2019-02-12
Warriors,Jazz,115,0.4944,0.3171,0.3415,5,35,29,12,7,6,108,0.4713,0.3846,0.6154,7,42,23,3,4,16,1,2019-02-12
Raptors,Wizards,129,0.4783,0.4211,0.6579,9,43,32,8,8,14,120,0.4405,0.35,0.8,4,39,27,6,3,18,1,2019-02-13
Cavaliers,Nets,139,0.45,0.4286,0.3095,18,39,35,7,4,15,148,0.4602,0.4,0.5778,16,44,31,4,13,18,0,2019-02-13
Timberwolves,Rockets,121,0.5444,0.5,0.65,13,34,31,4,5,10,111,0.4082,0.3585,0.2264,13,24,23,5,2,9,1,2019-02-13
Clippers,Suns,134,0.5952,0.5,1.0455,7,36,33,12,9,11,107,0.4651,0.2667,0.6333,8,28,24,6,4,16,1,2019-02-13
Mavericks,Heat,101,0.3864,0.2885,0.3462,10,28,24,10,0,12,112,0.5432,0.4,0.4,7,40,24,8,3,18,0,2019-02-13
Nuggets,Kings,120,0.4545,0.2581,0.7097,14,39,26,7,1,13,118,0.4516,0.3438,0.7188,10,34,30,12,1,12,1,2019-02-13
Knicks,76ers,111,0.4,0.3103,0.7586,14,29,27,8,4,12,126,0.5385,0.3478,1.4783,6,41,33,8,7,15,0,2019-02-13
Bulls,Grizzlies,122,0.5625,0.4,1.2,9,37,28,2,3,14,110,0.4831,0.3548,0.4194,6,26,33,9,5,8,1,2019-02-13
Trail Blazers,Warriors,129,0.4624,0.4324,0.7297,14,34,24,3,4,4,107,0.4021,0.3421,0.4211,18,31,26,1,9,8,1,2019-02-13
Pacers,Bucks,97,0.4205,0.3704,0.4815,4,39,22,6,4,11,106,0.4419,0.2903,0.6774,10,42,22,7,3,10,0,2019-02-13
Celtics,Pistons,118,0.5114,0.4103,0.3077,10,37,32,8,2,16,110,0.4286,0.325,0.625,10,31,19,7,1,11,1,2019-02-13
Pelicans,Thunder,131,0.5435,0.4615,0.7308,13,38,35,7,7,14,122,0.4717,0.2273,0.2727,17,31,27,8,6,13,1,2019-02-14
Magic,Hornets,127,0.5217,0.4359,0.359,8,42,32,6,6,7,89,0.3511,0.129,0.6129,13,32,18,6,4,8,1,2019-02-14
Hawks,Knicks,91,0.3626,0.2632,0.3947,10,31,19,8,4,12,106,0.4524,0.3871,0.5806,11,41,21,9,9,14,0,2019-02-14
Bucks,Celtics,98,0.4205,0.359,0.2564,9,46,21,5,4,15,97,0.3824,0.35,0.125,12,38,19,11,9,7,1,2019-02-21
Nets,Trail Blazers,99,0.3913,0.1944,0.5556,12,37,26,4,2,12,113,0.4381,0.2188,0.4375,19,41,19,7,9,13,0,2019-02-21
Lakers,Rockets,111,0.4419,0.2667,0.9,12,37,22,4,4,17,106,0.4545,0.2927,0.3415,4,35,18,8,5,14,1,2019-02-21
Warriors,Kings,125,0.4574,0.413,0.4348,8,41,32,5,11,15,123,0.4343,0.303,0.8182,14,38,23,10,3,13,1,2019-02-21
76ers,Heat,106,0.4512,0.2692,0.9615,12,39,23,5,4,15,102,0.4787,0.2727,0.2727,7,33,27,11,4,9,1,2019-02-21
Cavaliers,Suns,111,0.4941,0.3611,0.3889,10,41,34,11,4,15,98,0.4167,0.3125,0.5625,11,27,26,12,6,17,1,2019-02-21
Grizzlies,Clippers,106,0.3667,0.2812,0.9688,11,28,20,10,6,11,112,0.4667,0.24,1.44,7,42,21,8,4,23,0,2019-02-22
Hornets,Wizards,123,0.4792,0.3939,0.5455,11,42,26,7,6,13,110,0.433,0.2564,0.4103,11,32,24,6,6,13,1,2019-02-22
Mavericks,Nuggets,104,0.4048,0.2439,0.6341,7,35,19,7,2,15,114,0.4078,0.3784,0.4324,21,42,32,11,2,13,0,2019-02-22
Raptors,Spurs,120,0.4255,0.4667,0.8667,14,33,24,8,3,9,117,0.4831,0.3243,0.5135,9,39,27,7,6,14,1,2019-02-22
Hawks,Pistons,122,0.4886,0.4762,0.381,10,37,21,6,4,18,125,0.4842,0.375,0.45,10,34,20,11,4,8,0,2019-02-22
Knicks,Timberwolves,104,0.4302,0.3793,0.6552,8,39,15,9,8,20,115,0.4713,0.4583,0.9167,7,35,22,13,8,13,0,2019-02-22
Pacers,Pelicans,126,0.4731,0.4375,0.75,13,35,28,10,5,11,111,0.4624,0.2963,0.6296,14,37,25,5,5,17,1,2019-02-22
Magic,Bulls,109,0.5062,0.4118,0.3824,8,38,25,4,6,14,110,0.4444,0.4138,0.6207,6,33,18,8,4,8,0,2019-02-22
Thunder,Jazz,148,0.4661,0.4091,0.4545,11,32,29,16,5,11,147,0.4952,0.45,0.625,15,46,33,8,10,24,1,2019-02-22
Thunder,Kings,116,0.381,0.3043,0.4783,16,43,17,2,6,14,119,0.4536,0.3684,1.2632,7,40,24,7,7,9,0,2019-02-23
Pelicans,Lakers,128,0.5208,0.375,0.325,9,32,31,14,4,17,115,0.5432,0.3448,0.5862,6,33,33,10,3,23,1,2019-02-23
76ers,Trail Blazers,115,0.4828,0.375,0.9167,7,26,28,5,5,11,130,0.4949,0.2174,1.1739,19,34,29,8,6,11,0,2019-02-23
Heat,Pistons,96,0.4268,0.25,0.6786,9,24,18,6,6,13,119,0.525,0.4242,0.6364,7,34,21,6,5,14,0,2019-02-23
Bucks,Timberwolves,140,0.5263,0.4419,0.4884,10,39,28,6,8,11,128,0.4902,0.4615,0.6154,12,29,29,7,2,10,1,2019-02-23
Warriors,Rockets,112,0.4667,0.3889,0.3889,9,36,26,9,10,17,118,0.4348,0.3721,0.5116,12,37,26,13,7,14,0,2019-02-23
Cavaliers,Grizzlies,112,0.4432,0.381,0.4286,14,38,25,6,3,18,107,0.4444,0.2,0.88,15,28,18,7,6,12,1,2019-02-23
Bulls,Celtics,126,0.5341,0.4,0.6667,11,38,26,4,2,13,116,0.4891,0.3448,0.5517,6,26,26,6,7,7,1,2019-02-23
Jazz,Mavericks,125,0.4824,0.3684,0.7632,8,45,28,2,9,7,109,0.4227,0.3611,0.3889,8,34,25,2,3,3,1,2019-02-23
Wizards,Pacers,112,0.5316,0.3714,0.4286,8,24,27,15,5,22,119,0.5663,0.44,0.56,12,29,29,13,0,23,0,2019-02-23
Hawks,Suns,120,0.413,0.3636,0.9697,12,38,22,8,9,13,112,0.4409,0.3514,0.4595,6,35,25,9,4,12,1,2019-02-23
Hornets,Nets,115,0.4535,0.3429,0.7143,12,30,15,4,5,12,117,0.4598,0.3953,0.4651,11,31,23,5,6,12,0,2019-02-23
Knicks,Spurs,130,0.5102,0.4324,0.3784,12,37,25,3,7,6,118,0.4468,0.25,1.1667,14,36,18,3,4,7,1,2019-02-24
Raptors,Magic,98,0.4176,0.3929,0.3929,6,36,30,6,2,13,113,0.4615,0.3889,0.4167,12,40,29,6,8,12,0,2019-02-24
Nuggets,Clippers,123,0.5176,0.3529,0.6765,12,44,30,11,6,22,96,0.3448,0.1429,1.5714,7,31,20,9,7,17,1,2019-02-24
