team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Mavericks,130,0.539,0.444,0.815,10,30,32,8,3,9,2018-02-22
Lakers,117,0.511,0.455,0.682,7,30,26,5,3,20,2018-02-23
Pelicans,139,0.535,0.438,0.594,12,36,35,13,7,11,2018-02-23
Lakers,111,0.457,0.226,0.581,11,35,19,6,4,13,2018-02-27
Timberwolves,119,0.467,0.25,1.208,11,35,23,5,10,10,2018-02-27
Mavericks,102,0.407,0.452,0.214,3,26,25,9,8,11,2018-02-28
Lakers,124,0.516,0.394,0.455,13,49,32,8,6,16,2018-02-28
Lakers,113,0.451,0.447,0.368,12,32,26,5,6,10,2018-03-02
Kings,108,0.447,0.52,0.44,17,31,28,5,5,11,2018-03-02
Lakers,123,0.522,0.455,0.424,10,49,28,8,6,23,2018-03-04
Hawks,104,0.375,0.222,0.667,8,33,21,14,3,11,2018-03-04
Lakers,131,0.595,0.552,0.724,6,30,29,9,5,13,2018-03-06
Heat,113,0.484,0.29,0.387,14,26,23,6,5,11,2018-03-06
Lakers,116,0.435,0.441,0.618,10,36,26,10,4,15,2018-03-09
Spurs,112,0.449,0.233,0.567,12,38,28,10,5,16,2018-03-09
Trail Blazers,108,0.422,0.435,1.217,7,43,19,6,5,14,2018-03-10
Lakers,103,0.391,0.297,0.649,7,40,20,9,7,10,2018-03-10
Magic,107,0.5,0.429,0.393,8,35,31,5,4,16,2018-03-13
Lakers,108,0.489,0.333,0.333,7,32,27,7,3,14,2018-03-13
Lakers,116,0.489,0.4,0.343,12,32,25,8,6,15,2018-03-15
Nuggets,125,0.506,0.484,0.839,7,29,30,10,6,12,2018-03-15
Cavaliers,113,0.466,0.387,0.613,7,30,22,4,5,12,2018-03-16
Lakers,127,0.5,0.382,0.529,14,37,30,9,4,13,2018-03-16
Nuggets,103,0.442,0.325,0.35,5,39,26,12,4,19,2018-03-18
Lakers,112,0.444,0.375,0.425,12,40,20,6,3,15,2018-03-18
Heat,92,0.383,0.278,0.278,12,31,23,14,6,11,2018-03-20
Lakers,91,0.421,0.474,0.947,7,42,22,5,4,20,2018-03-20
Lakers,100,0.442,0.242,0.485,14,33,20,4,3,13,2018-03-21
Pacers,110,0.494,0.286,0.857,9,35,24,9,8,6,2018-03-21
Lakers,125,0.494,0.436,0.564,7,33,19,4,3,16,2018-03-23
Pelicans,128,0.547,0.25,0.75,8,34,28,13,4,9,2018-03-23
Lakers,100,0.407,0.342,0.447,11,33,19,7,2,11,2018-03-25
Grizzlies,93,0.417,0.172,0.621,11,32,20,7,6,10,2018-03-25
Lakers,106,0.471,0.261,0.87,6,41,29,3,7,10,2018-03-27
Pistons,112,0.44,0.394,0.333,10,40,21,4,2,7,2018-03-27
Mavericks,93,0.393,0.295,0.318,6,34,17,10,1,10,2018-03-28
Lakers,103,0.468,0.273,0.667,7,42,25,6,5,15,2018-03-28
Bucks,124,0.479,0.379,0.793,8,31,24,14,6,12,2018-03-30
Lakers,122,0.511,0.296,0.667,15,41,33,5,3,18,2018-03-30
Kings,84,0.38,0.292,0.292,13,34,17,9,5,10,2018-04-01
Lakers,83,0.4,0.219,0.5,10,37,18,5,6,14,2018-04-01
Lakers,110,0.486,0.5,0.857,7,32,23,7,5,16,2018-04-03
Jazz,117,0.483,0.424,0.515,14,33,29,10,5,14,2018-04-03
Spurs,112,0.433,0.391,0.826,15,31,25,7,5,10,2018-04-05
Lakers,122,0.547,0.542,0.625,4,40,32,4,3,13,2018-04-05
Timberwolves,113,0.43,0.308,0.731,18,30,25,14,8,5,2018-04-07
Lakers,96,0.392,0.333,1.083,13,40,16,3,2,20,2018-04-07
Jazz,112,0.506,0.361,0.417,7,38,35,8,4,18,2018-04-09
Lakers,97,0.398,0.2,0.72,12,32,20,8,4,12,2018-04-09
Rockets,105,0.42,0.34,0.319,8,41,19,9,5,18,2018-04-11
Lakers,99,0.422,0.278,0.361,9,38,22,14,4,17,2018-04-11
Trail Blazers,124,0.489,0.583,0.917,15,42,22,8,7,16,2017-10-19
Suns,76,0.315,0.259,0.481,10,23,10,9,8,16,2017-10-19
Kings,115,0.434,0.409,0.909,13,24,19,13,2,9,2017-10-20
Suns,117,0.545,0.333,0.767,6,39,20,6,5,20,2017-10-20
Jazz,88,0.416,0.24,0.72,7,37,20,8,10,23,2017-10-22
Suns,97,0.438,0.316,0.368,16,39,18,8,5,16,2017-10-22
Suns,107,0.425,0.346,0.923,12,34,21,12,7,17,2017-10-25
Trail Blazers,114,0.44,0.423,0.885,12,41,27,8,7,14,2017-10-25
Suns,122,0.494,0.375,1.292,11,34,23,5,5,9,2017-10-27
Wizards,116,0.446,0.333,0.8,15,30,20,5,4,12,2017-10-27
Suns,95,0.457,0.348,0.565,11,34,23,5,4,18,2017-10-28
Spurs,112,0.5,0.5,0.591,8,35,21,9,4,9,2017-10-28
Heat,126,0.531,0.4,0.933,11,42,21,5,4,14,2017-10-31
Suns,115,0.455,0.414,0.793,6,28,20,4,2,11,2017-10-31
Magic,128,0.524,0.464,1.036,7,37,29,8,5,18,2017-11-02
Suns,112,0.468,0.208,0.792,12,28,13,8,5,15,2017-11-02
Timberwolves,110,0.406,0.2,1.4,19,28,16,12,4,11,2017-11-03
Suns,118,0.535,0.385,0.615,7,39,21,4,10,18,2017-11-03
Rockets,142,0.478,0.477,0.795,12,39,27,9,9,14,2017-11-05
Suns,116,0.452,0.333,0.4,16,31,28,9,5,14,2017-11-05
Bulls,105,0.416,0.333,0.25,12,35,20,5,1,11,2017-11-08
Suns,113,0.506,0.259,0.593,9,39,32,5,4,11,2017-11-08
Bucks,113,0.433,0.276,0.724,13,29,19,16,6,14,2017-11-09
Suns,107,0.398,0.318,1.182,22,38,15,7,9,29,2017-11-09
Pelicans,115,0.495,0.333,0.593,13,36,29,10,4,15,2017-11-11
Suns,91,0.394,0.1,0.75,15,33,12,9,6,16,2017-11-11
Suns,108,0.506,0.5,0.346,11,26,25,6,1,15,2017-11-13
Timberwolves,119,0.527,0.429,0.571,19,29,24,12,5,10,2017-11-13
Suns,104,0.437,0.367,0.567,13,44,25,4,4,15,2017-11-15
Bulls,99,0.404,0.4,0.175,9,32,27,11,7,9,2017-11-15
Suns,107,0.464,0.318,1.0,8,29,21,11,4,19,2017-11-17
Pistons,131,0.573,0.464,0.571,5,39,31,11,6,19,2017-11-17
Wizards,109,0.506,0.381,0.905,8,30,25,6,4,10,2017-11-19
Suns,99,0.462,0.304,0.87,10,32,22,5,5,13,2017-11-19
Spurs,104,0.46,0.316,0.947,18,34,18,5,6,15,2017-11-21
Suns,101,0.438,0.28,0.96,10,30,11,4,1,10,2017-11-21
Suns,92,0.411,0.219,0.344,13,32,22,5,4,12,2017-11-22
Kings,99,0.427,0.318,0.727,11,34,21,9,3,9,2017-11-22
Suns,108,0.458,0.458,1.292,13,39,22,4,3,23,2017-11-27
Timberwolves,106,0.421,0.333,0.63,10,21,21,14,8,6,2017-11-27
Suns,97,0.443,0.4,0.68,7,42,17,9,6,18,2017-11-29
Mavericks,91,0.364,0.297,0.432,8,34,21,10,5,15,2017-11-29
Grizzlies,95,0.433,0.192,0.462,15,35,15,5,7,9,2017-12-02
Suns,97,0.407,0.385,0.808,12,32,21,4,1,10,2017-12-02
Timberwolves,115,0.5,0.375,1.562,13,34,18,6,6,14,2017-12-03
Suns,106,0.465,0.344,0.469,9,27,24,5,4,13,2017-12-03
Grizzlies,97,0.402,0.15,1.2,10,28,12,10,11,10,2017-12-07
Suns,99,0.444,0.364,1.227,6,35,24,5,5,19,2017-12-07
Suns,111,0.482,0.433,0.533,16,31,26,5,5,10,2017-12-09
Kings,101,0.463,0.348,0.826,8,29,23,6,2,9,2017-12-09
Hawks,103,0.414,0.323,0.677,17,23,18,11,3,16,2017-12-12
Suns,104,0.506,0.318,0.864,11,36,24,7,4,21,2017-12-12
Suns,111,0.424,0.371,0.571,14,21,26,12,1,12,2017-12-14
Nuggets,134,0.622,0.444,0.741,8,40,35,8,9,20,2017-12-14
Suns,89,0.422,0.233,0.4,9,37,22,11,2,23,2017-12-18
Spurs,103,0.471,0.367,0.333,7,37,21,15,6,15,2017-12-18
Thunder,100,0.465,0.296,0.444,8,34,23,7,7,11,2017-12-20
Suns,114,0.443,0.436,0.487,12,31,24,6,6,7,2017-12-20
Rockets,112,0.415,0.319,0.404,14,39,18,11,4,11,2017-12-22
Suns,95,0.463,0.424,0.212,4,34,27,5,3,19,2017-12-22
Pacers,120,0.545,0.478,0.565,8,34,20,9,1,6,2017-12-23
Suns,97,0.412,0.243,0.486,14,31,20,2,1,12,2017-12-23
Suns,111,0.416,0.39,0.512,12,31,21,6,3,13,2017-12-25
Trail Blazers,118,0.505,0.486,0.257,9,34,21,7,6,9,2017-12-25
Suns,108,0.494,0.424,0.424,4,33,28,9,6,11,2017-12-27
Nuggets,100,0.449,0.389,0.444,7,35,23,7,5,16,2017-12-27
Suns,105,0.494,0.346,0.692,9,25,31,12,2,21,2017-12-29
Bucks,109,0.535,0.294,1.647,8,24,20,14,5,17,2017-12-29
Suns,101,0.417,0.257,0.629,10,32,22,3,2,16,2017-12-31
Pacers,116,0.562,0.375,0.708,3,36,32,11,3,12,2017-12-31
Suns,102,0.424,0.242,0.667,7,36,17,7,2,12,2018-01-01
Rockets,113,0.444,0.297,1.027,5,38,17,8,2,12,2018-01-01
Suns,109,0.463,0.304,1.13,15,22,20,11,2,19,2018-01-03
Grizzlies,120,0.566,0.5,0.682,12,26,29,7,9,20,2018-01-03
Mavericks,88,0.364,0.278,0.389,15,34,18,11,4,12,2018-01-05
Suns,102,0.482,0.367,0.367,8,39,23,9,3,17,2018-01-05
Jazz,129,0.567,0.517,0.414,9,42,30,7,6,11,2018-01-07
Suns,97,0.414,0.273,0.485,6,26,19,7,5,12,2018-01-07
Hornets,115,0.417,0.263,0.658,13,30,24,12,6,8,2018-01-09
Suns,110,0.532,0.517,0.448,2,37,24,4,4,19,2018-01-09
Spurs,129,0.495,0.5,0.656,14,48,26,6,6,12,2018-01-11
Suns,81,0.34,0.094,0.375,11,33,15,8,4,11,2018-01-11
Nuggets,123,0.511,0.448,0.69,6,31,20,10,5,13,2018-01-13
Suns,113,0.548,0.368,0.737,8,28,24,7,9,15,2018-01-13
Suns,97,0.43,0.414,0.586,5,36,19,5,6,12,2018-01-15
Jazz,107,0.424,0.294,0.559,14,40,22,6,3,8,2018-01-15
Trail Blazers,106,0.394,0.2,0.733,12,36,15,6,7,6,2018-01-17
Suns,104,0.448,0.423,0.577,6,45,23,5,10,13,2018-01-17
Suns,116,0.433,0.292,1.042,14,37,23,9,5,14,2018-01-19
Pelicans,125,0.473,0.286,1.107,9,37,30,7,8,14,2018-01-19
Suns,110,0.458,0.286,1.333,8,39,19,12,6,16,2018-01-21
Grizzlies,102,0.379,0.419,0.742,11,37,23,8,8,20,2018-01-21
Thunder,124,0.479,0.324,0.618,16,32,22,5,11,11,2018-01-23
Suns,116,0.479,0.44,0.52,13,31,26,5,12,13,2018-01-23
Suns,112,0.5,0.423,0.346,5,36,33,6,6,14,2018-01-26
Hawks,113,0.457,0.515,0.303,9,40,23,7,5,16,2018-01-26
Suns,103,0.483,0.417,0.375,12,28,21,3,2,17,2018-01-28
Heat,125,0.511,0.333,0.528,16,35,33,12,6,10,2018-01-28
Suns,87,0.337,0.243,0.432,7,36,15,9,4,13,2018-01-31
Thunder,115,0.525,0.394,0.545,6,43,21,6,11,18,2018-01-31
Suns,115,0.506,0.562,0.406,5,30,27,9,3,14,2018-02-02
Hornets,122,0.506,0.406,0.656,7,34,24,11,5,12,2018-02-02
Cavaliers,129,0.494,0.486,0.743,5,39,25,12,9,19,2018-02-04
Suns,107,0.388,0.188,0.781,11,36,17,10,2,18,2018-02-04
Suns,88,0.386,0.438,1.062,9,42,14,4,4,22,2018-02-06
Jazz,116,0.433,0.333,0.556,14,39,29,12,8,7,2018-02-06
Pistons,115,0.443,0.417,0.389,12,38,22,12,14,8,2018-02-08
Suns,88,0.378,0.206,0.382,12,37,22,1,8,19,2018-02-08
Suns,95,0.437,0.25,0.429,7,29,24,9,4,17,2018-02-10
Cavaliers,120,0.495,0.276,0.621,15,39,23,9,4,14,2018-02-10
Suns,99,0.404,0.241,0.69,10,31,21,14,2,14,2018-02-14
Magic,105,0.44,0.367,0.667,14,40,29,9,8,19,2018-02-14
Suns,103,0.488,0.375,0.281,8,38,23,8,5,17,2018-02-15
Rockets,104,0.432,0.368,0.526,8,31,22,9,7,10,2018-02-15
Kings,94,0.371,0.407,0.63,10,30,20,5,5,10,2018-02-23
Suns,97,0.455,0.353,1.235,6,46,18,6,5,14,2018-02-23
Pelicans,122,0.455,0.421,0.421,13,42,29,9,7,15,2018-02-24
Suns,103,0.394,0.273,0.606,12,36,20,8,4,14,2018-02-24
Suns,124,0.632,0.5,0.577,5,41,35,5,6,14,2018-02-26
Mavericks,97,0.381,0.242,0.455,18,22,20,8,1,8,2018-02-26
Rockets,105,0.398,0.267,0.6,12,32,19,7,3,14,2018-03-01
Kings,100,0.477,0.348,0.348,9,33,19,5,4,17,2018-03-01
Kings,93,0.425,0.435,0.391,16,41,20,8,3,14,2018-03-03
Mavericks,88,0.413,0.333,0.455,7,29,19,8,7,12,2018-03-03
Kings,79,0.365,0.364,0.409,12,27,15,6,3,13,2018-03-05
Nuggets,96,0.435,0.333,0.4,18,40,25,7,2,16,2018-03-05
Pelicans,114,0.488,0.406,0.531,10,37,22,5,3,15,2018-03-07
Kings,106,0.469,0.35,1.15,5,29,25,7,5,12,2018-03-07
Wizards,110,0.471,0.5,0.382,13,36,28,9,3,15,2018-03-09
Kings,83,0.39,0.273,0.591,11,32,13,8,2,17,2018-03-09
Kings,83,0.42,0.143,0.5,9,36,15,8,5,14,2018-03-11
Pacers,101,0.424,0.414,0.586,14,39,25,8,7,14,2018-03-11
Kings,99,0.526,0.476,0.429,3,29,24,6,1,17,2018-03-13
Pistons,108,0.506,0.542,0.625,8,27,28,10,3,14,2018-03-13
Thunder,86,0.337,0.27,0.486,9,35,15,16,2,14,2018-03-14
Kings,94,0.468,0.375,0.458,5,42,21,6,5,23,2018-03-14
Kings,92,0.405,0.522,0.522,10,25,19,8,4,10,2018-03-16
Wizards,110,0.512,0.324,0.324,10,40,30,7,1,11,2018-03-16
Kings,80,0.352,0.214,0.429,11,18,18,12,2,12,2018-03-19
Hawks,126,0.633,0.5,0.312,9,44,40,9,6,18,2018-03-19
Trail Blazers,82,0.37,0.28,0.6,11,33,13,8,1,17,2018-03-22
Kings,86,0.424,0.286,0.714,12,31,20,11,5,13,2018-03-22
Kings,90,0.382,0.471,0.824,9,27,14,9,4,11,2018-03-24
Trail Blazers,102,0.543,0.476,0.762,5,39,19,6,8,17,2018-03-24
Nuggets,114,0.488,0.469,0.469,14,35,18,6,3,13,2018-03-26
Kings,98,0.477,0.4,0.4,5,29,18,11,6,12,2018-03-26
Bucks,112,0.592,0.409,0.864,1,37,27,13,5,12,2018-03-28
Kings,87,0.403,0.294,1.176,9,31,15,5,2,16,2018-03-28
Kings,107,0.529,0.333,0.611,8,35,29,5,10,12,2018-03-30
Bulls,106,0.467,0.361,0.25,8,30,30,8,2,8,2018-03-30
Kings,104,0.481,0.458,0.792,6,27,20,7,1,15,2018-04-01
Bucks,109,0.493,0.316,1.842,9,27,20,9,6,15,2018-04-01
Kings,95,0.453,0.312,0.219,9,36,25,15,5,12,2018-04-03
Cavaliers,101,0.474,0.359,0.333,7,36,28,5,3,15,2018-04-03
Kings,116,0.485,0.433,0.3,11,35,21,12,4,17,2018-04-04
Pelicans,109,0.461,0.357,0.607,7,28,19,7,3,17,2018-04-04
Kings,96,0.414,0.424,0.303,15,27,24,4,2,14,2018-04-06
Timberwolves,119,0.561,0.476,0.81,8,31,29,12,9,9,2018-04-06
Spurs,108,0.5,0.478,0.391,7,37,29,3,1,8,2018-04-08
Kings,99,0.465,0.545,0.318,9,33,21,2,2,10,2018-04-08
Cavaliers,95,0.432,0.387,0.613,7,30,19,9,4,11,2018-04-10
Kings,109,0.519,0.4,0.5,7,33,25,8,6,11,2018-04-10
Grizzlies,114,0.539,0.467,0.6,6,38,22,11,8,16,2018-04-11
Kings,96,0.43,0.375,0.542,12,30,20,6,2,16,2018-04-11
Hornets,131,0.573,0.469,0.438,5,25,25,7,3,3,2017-10-18
Kings,111,0.517,0.412,0.824,16,31,22,1,2,15,2017-10-18
Nuggets,98,0.461,0.382,0.441,8,38,20,2,6,25,2017-10-20
Kings,106,0.447,0.36,0.52,10,29,21,16,4,9,2017-10-20
Spurs,107,0.489,0.423,0.308,8,29,23,11,4,10,2017-10-21
Kings,100,0.488,0.348,0.522,8,37,19,6,1,18,2017-10-21
Kings,88,0.393,0.233,0.5,6,31,22,13,0,13,2017-10-23
Thunder,95,0.419,0.3,0.467,18,41,20,10,6,18,2017-10-23
Jazz,120,0.568,0.414,0.552,6,23,26,15,4,10,2017-10-25
Kings,105,0.528,0.619,0.762,8,28,19,9,4,19,2017-10-25
Kings,88,0.4,0.407,0.481,11,33,18,10,3,21,2017-10-28
Grizzlies,106,0.443,0.294,0.529,14,35,24,12,5,13,2017-10-28
Kings,107,0.443,0.455,0.5,10,32,27,8,3,7,2017-10-31
Hornets,112,0.442,0.4,0.5,11,37,22,4,10,15,2017-10-31
Kings,105,0.494,0.308,0.423,11,33,24,9,11,14,2017-11-01
Magic,99,0.434,0.355,0.516,11,29,23,9,4,17,2017-11-01
Kings,89,0.469,0.417,0.667,5,33,17,3,6,13,2017-11-03
Heat,88,0.378,0.353,0.412,7,39,19,8,4,13,2017-11-03
Kings,98,0.427,0.529,0.294,6,28,21,5,3,9,2017-11-05
Spurs,113,0.5,0.44,0.48,13,39,33,4,2,7,2017-11-05
Kings,114,0.474,0.385,0.462,14,35,22,7,1,14,2017-11-06
Pelicans,103,0.506,0.36,0.64,2,34,26,7,8,15,2017-11-06
Mavericks,106,0.494,0.317,0.268,9,27,28,8,0,13,2017-11-08
Kings,99,0.524,0.296,0.185,7,25,23,11,3,16,2017-11-08
Bulls,98,0.4,0.389,0.556,9,37,20,6,1,12,2017-11-10
Kings,104,0.44,0.344,0.594,9,36,22,5,5,11,2017-11-10
Trail Blazers,118,0.489,0.429,0.486,9,36,18,10,4,11,2017-11-11
Kings,100,0.422,0.391,0.652,12,31,25,5,3,12,2017-11-11
Kings,106,0.477,0.4,0.48,15,28,17,12,2,18,2017-11-13
Timberwolves,111,0.5,0.375,1.167,8,29,29,10,5,16,2017-11-13
Kings,114,0.54,0.414,0.276,5,33,30,6,4,9,2017-11-16
Mavericks,109,0.458,0.375,0.45,4,33,29,4,4,9,2017-11-16
Kings,91,0.437,0.312,0.156,9,39,26,8,5,17,2017-11-17
Rockets,100,0.398,0.286,0.408,7,41,19,10,5,13,2017-11-17
Thunder,110,0.442,0.4,0.571,10,39,26,6,7,11,2017-11-19
Kings,107,0.462,0.444,0.407,10,34,23,6,4,9,2017-11-19
Timberwolves,118,0.513,0.438,2.062,8,35,22,11,4,12,2017-11-22
Kings,100,0.476,0.364,0.545,8,23,22,5,3,14,2017-11-22
Kings,99,0.443,0.318,0.636,6,30,20,14,4,12,2017-11-24
Trail Blazers,116,0.524,0.441,0.382,10,37,27,10,2,17,2017-11-24
Jazz,98,0.415,0.344,0.594,11,41,20,9,7,13,2017-11-26
Kings,91,0.382,0.3,0.467,11,37,15,7,7,13,2017-11-26
Pelicans,114,0.566,0.423,0.346,5,35,26,6,7,16,2017-11-28
Kings,101,0.419,0.321,0.5,14,25,20,4,5,9,2017-11-28
Magic,88,0.423,0.31,0.448,5,29,17,7,4,14,2017-11-29
Kings,94,0.434,0.36,0.52,13,37,24,7,3,16,2017-11-29
Kings,104,0.429,0.194,0.645,7,31,25,3,1,3,2017-12-02
Nuggets,130,0.562,0.405,0.405,8,43,38,2,4,7,2017-12-02
Kings,101,0.409,0.364,0.394,13,36,21,8,6,11,2017-12-04
Thunder,106,0.452,0.444,0.389,5,38,21,5,6,10,2017-12-04
Heat,119,0.414,0.419,0.442,15,38,26,5,2,14,2017-12-05
Kings,123,0.511,0.333,0.792,8,35,23,6,7,11,2017-12-05
Kings,97,0.43,0.667,0.429,3,30,23,11,5,13,2017-12-07
Jazz,103,0.446,0.25,1.292,8,40,21,8,8,15,2017-12-07
Pistons,106,0.468,0.483,0.621,6,38,17,6,5,9,2017-12-09
Kings,90,0.455,0.261,0.174,8,31,23,7,3,13,2017-12-09
Hawks,90,0.393,0.333,0.333,6,34,19,7,2,12,2017-12-12
Kings,105,0.462,0.476,0.429,12,39,28,8,9,13,2017-12-12
Mavericks,103,0.45,0.35,0.425,4,39,25,7,9,10,2017-12-13
Kings,97,0.409,0.261,0.652,10,35,25,6,6,10,2017-12-13
Pacers,106,0.5,0.308,0.692,7,27,23,9,4,10,2017-12-16
Kings,103,0.538,0.419,0.194,6,26,27,3,2,18,2017-12-16
Kings,94,0.471,0.25,0.333,10,32,23,8,5,15,2017-12-18
Grizzlies,93,0.44,0.25,0.542,12,26,20,7,7,15,2017-12-18
Kings,85,0.407,0.444,0.611,12,33,16,4,2,12,2017-12-20
Spurs,98,0.415,0.222,0.889,11,34,18,6,6,8,2017-12-20
Rockets,83,0.378,0.283,0.174,8,32,11,2,6,14,2017-12-21
Kings,96,0.475,0.269,0.5,6,42,22,6,3,11,2017-12-21
Spurs,87,0.409,0.083,0.833,14,38,25,8,3,11,2017-12-23
Bulls,77,0.378,0.286,0.25,8,40,18,3,5,19,2017-12-23
Bulls,112,0.477,0.515,0.333,8,31,28,3,3,9,2017-12-26
Cavaliers,119,0.518,0.421,0.447,8,31,28,5,3,9,2017-12-26
Hawks,86,0.395,0.393,0.393,7,33,22,10,5,10,2017-12-29
Bulls,91,0.36,0.219,0.688,18,44,20,5,4,13,2017-12-29
Thunder,101,0.443,0.382,0.294,11,41,28,16,8,11,2017-12-31
Bulls,69,0.282,0.27,0.405,12,35,16,9,5,19,2017-12-31
Bulls,91,0.404,0.25,0.429,7,47,20,7,6,12,2018-01-02
Heat,97,0.41,0.387,0.548,3,45,21,8,0,11,2018-01-02
Bulls,105,0.471,0.483,0.379,9,39,23,6,2,14,2018-01-03
Magic,83,0.407,0.286,0.086,7,31,23,6,2,16,2018-01-03
Pelicans,96,0.402,0.29,0.548,5,47,23,9,4,13,2018-01-05
Bulls,90,0.354,0.262,0.214,16,42,23,10,5,17,2018-01-05
Pacers,105,0.512,0.414,0.241,7,44,27,8,3,18,2018-01-07
Bulls,87,0.398,0.259,0.222,11,32,24,10,3,12,2018-01-07
Bulls,94,0.465,0.261,0.348,5,23,22,9,4,13,2018-01-12
Spurs,133,0.6,0.667,0.481,8,36,33,5,6,13,2018-01-12
Bulls,79,0.347,0.379,0.552,6,32,16,7,2,13,2018-01-14
Thunder,92,0.361,0.267,1.067,11,37,15,7,2,13,2018-01-14
Hornets,120,0.519,0.476,1.238,5,37,19,3,2,12,2018-01-16
Bulls,123,0.516,0.5,0.353,4,31,26,9,2,11,2018-01-16
Bulls,80,0.372,0.238,0.81,8,35,15,3,1,16,2018-01-19
Jazz,110,0.465,0.4,0.457,8,37,23,10,5,7,2018-01-19
Heat,100,0.453,0.406,0.594,1,44,19,9,5,12,2018-01-22
Bulls,93,0.371,0.424,0.394,7,40,25,10,2,13,2018-01-22
Bulls,110,0.537,0.375,0.542,6,34,25,4,4,11,2018-01-24
Nuggets,111,0.458,0.387,0.742,11,33,22,7,4,12,2018-01-24
Cavaliers,113,0.519,0.361,0.444,5,41,22,6,2,7,2018-01-26
Bulls,91,0.415,0.265,0.412,10,33,21,4,5,11,2018-01-26
Bulls,96,0.47,0.385,0.308,11,35,18,3,5,16,2018-01-28
Pacers,98,0.448,0.353,0.235,7,32,21,7,5,13,2018-01-28
Bulls,119,0.485,0.333,0.944,6,50,23,5,7,14,2018-01-29
Hornets,111,0.4,0.345,0.724,9,41,22,7,11,11,2018-01-29
Jazz,100,0.462,0.3,0.233,5,43,24,3,8,16,2018-01-31
Bulls,103,0.441,0.412,0.824,9,37,21,9,3,9,2018-01-31
Bulls,115,0.488,0.364,1.045,14,36,24,8,0,12,2018-02-02
Bucks,109,0.482,0.273,0.606,9,34,24,6,5,11,2018-02-02
Magic,94,0.393,0.185,0.704,6,29,23,5,1,9,2018-02-04
Bulls,112,0.506,0.344,0.406,9,42,31,6,8,11,2018-02-04
Bulls,112,0.553,0.387,0.194,5,30,34,8,1,12,2018-02-06
Cavaliers,115,0.512,0.414,0.655,7,28,25,10,3,12,2018-02-06
Bulls,115,0.437,0.357,0.536,15,32,26,11,3,6,2018-02-07
Bucks,106,0.47,0.323,0.581,4,37,23,2,8,17,2018-02-07
Pacers,107,0.462,0.318,0.636,11,32,22,10,6,10,2018-02-10
Bulls,119,0.506,0.462,0.385,7,33,31,6,4,15,2018-02-10
Bulls,110,0.457,0.229,0.514,10,36,24,6,1,12,2018-02-12
Wizards,114,0.462,0.444,0.333,12,35,27,6,8,10,2018-02-12
Trail Blazers,124,0.435,0.424,0.485,12,38,25,7,5,8,2018-02-14
Bulls,120,0.433,0.407,0.704,15,43,28,5,7,12,2018-02-14
Bulls,127,0.564,0.5,0.893,8,34,25,9,3,18,2018-02-23
Mavericks,124,0.533,0.438,0.375,7,27,33,11,2,13,2018-02-23
Bulls,86,0.375,0.312,0.5,9,24,15,4,6,16,2018-02-24
Pacers,125,0.558,0.484,0.452,10,39,24,9,4,12,2018-02-24
Rockets,116,0.453,0.37,0.333,11,40,28,6,6,16,2018-02-26
Bulls,107,0.465,0.429,0.536,3,34,26,6,5,11,2018-02-26
Pistons,105,0.446,0.414,0.379,13,32,28,8,7,12,2018-02-28
Bulls,107,0.483,0.472,0.167,6,34,27,10,8,14,2018-02-28
Heat,111,0.476,0.333,0.528,4,36,35,5,4,14,2018-03-02
Bulls,119,0.477,0.41,0.487,7,38,27,6,2,9,2018-03-02
Bulls,113,0.5,0.438,0.594,4,44,31,8,1,16,2018-03-04
Hawks,97,0.38,0.229,0.333,9,36,27,5,4,13,2018-03-04
Bulls,128,0.489,0.258,0.968,6,48,31,8,6,24,2018-03-05
Pelicans,132,0.416,0.364,0.5,15,40,32,14,3,13,2018-03-05
Bucks,110,0.532,0.464,0.536,7,36,28,11,4,14,2018-03-08
Bulls,96,0.414,0.353,0.353,10,31,25,8,2,16,2018-03-08
Bulls,108,0.414,0.382,0.382,12,24,19,10,4,6,2018-03-10
Trail Blazers,124,0.561,0.469,0.531,5,43,21,3,6,17,2018-03-10
Timberwolves,113,0.471,0.364,1.045,11,35,19,8,4,13,2018-03-13
Bulls,114,0.494,0.346,0.885,5,34,22,5,4,11,2018-03-13
Wizards,101,0.463,0.342,0.316,6,35,31,8,3,13,2018-03-15
Bulls,90,0.425,0.281,0.406,9,36,23,11,2,14,2018-03-15
Magic,101,0.44,0.323,0.548,7,32,24,8,7,9,2018-03-17
Bulls,105,0.455,0.281,0.5,11,35,25,6,3,11,2018-03-17
Bulls,104,0.467,0.261,0.609,4,38,21,5,9,14,2018-03-20
Timberwolves,122,0.489,0.314,0.543,10,41,25,6,4,11,2018-03-20
Bulls,103,0.481,0.375,0.667,11,33,26,8,5,20,2018-03-23
Hornets,118,0.537,0.429,0.429,6,29,28,11,8,14,2018-03-23
Mavericks,100,0.417,0.448,0.586,13,33,21,6,4,17,2018-03-24
Bulls,108,0.472,0.37,0.519,11,34,24,10,2,13,2018-03-24
Grizzlies,110,0.488,0.345,0.69,9,24,24,12,3,14,2018-03-26
Bulls,119,0.532,0.379,0.828,9,32,25,10,1,20,2018-03-26
Bulls,83,0.355,0.29,0.258,10,32,19,11,0,13,2018-03-28
Pistons,99,0.469,0.333,0.519,11,39,22,8,9,16,2018-03-28
