team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Bucks,99,0.458,0.321,0.5,6,32,21,9,3,13,2017-11-09
Bucks,121,0.58,0.48,0.6,11,36,33,6,5,18,2017-11-11
Grizzlies,103,0.472,0.333,0.37,10,21,27,6,5,9,2017-11-11
Bucks,117,0.5,0.417,0.375,9,28,28,12,5,11,2017-11-13
Magic,126,0.506,0.529,0.588,9,33,31,10,4,17,2017-11-13
Hawks,117,0.459,0.333,0.75,8,36,23,7,4,19,2017-11-15
Bucks,122,0.477,0.44,1.16,9,35,31,12,8,12,2017-11-15
Spurs,103,0.446,0.235,1.0,20,33,16,4,2,12,2017-11-17
Bucks,106,0.488,0.333,0.481,9,28,27,6,6,10,2017-11-17
Bucks,125,0.45,0.364,0.697,11,34,27,9,3,9,2017-11-20
Nuggets,128,0.444,0.306,1.028,17,40,27,2,8,17,2017-11-20
Magic,86,0.415,0.208,0.542,5,38,24,8,4,19,2017-11-22
Bucks,102,0.429,0.346,0.577,12,44,26,13,2,16,2017-11-22
Hawks,117,0.511,0.5,0.667,14,36,20,11,6,13,2017-11-24
Mavericks,111,0.442,0.378,0.4,9,32,27,5,4,15,2017-11-24
Mavericks,91,0.369,0.419,0.516,8,33,19,6,0,14,2017-11-27
Rockets,107,0.476,0.234,0.383,8,46,17,12,4,13,2017-11-27
Grizzlies,94,0.458,0.387,0.516,6,30,14,7,2,17,2017-11-28
Mavericks,103,0.486,0.423,0.769,4,31,20,6,4,11,2017-11-28
Mavericks,91,0.34,0.294,0.5,18,35,20,10,3,14,2017-11-30
Grizzlies,96,0.411,0.294,0.765,9,37,18,7,6,18,2017-11-30
Mavericks,89,0.447,0.5,0.375,9,33,17,4,3,24,2017-12-02
Jazz,104,0.469,0.457,0.343,6,29,25,16,8,14,2017-12-02
Pelicans,99,0.404,0.241,0.69,9,44,23,9,4,12,2017-12-04
Mavericks,94,0.386,0.265,0.5,9,38,19,4,7,15,2017-12-04
Mavericks,99,0.46,0.37,0.333,7,24,18,7,2,15,2017-12-06
Timberwolves,112,0.544,0.417,0.667,10,38,33,7,9,18,2017-12-06
Mavericks,113,0.473,0.367,0.533,11,42,26,6,8,11,2017-12-08
Wizards,99,0.427,0.4,1.0,3,36,21,5,5,15,2017-12-08
Mavericks,99,0.425,0.297,0.378,11,30,18,9,4,20,2017-12-09
Thunder,112,0.5,0.469,0.781,3,34,21,10,4,15,2017-12-09
Spurs,97,0.443,0.231,0.808,8,39,18,9,7,12,2017-12-12
Mavericks,91,0.407,0.294,0.441,5,35,18,7,4,15,2017-12-12
Timberwolves,111,0.464,0.433,0.667,11,37,27,7,0,10,2017-12-14
Mavericks,87,0.372,0.211,0.395,11,30,18,3,3,11,2017-12-14
Mavericks,95,0.429,0.321,0.286,4,36,23,9,2,8,2017-12-16
Grizzlies,94,0.457,0.241,0.448,6,46,25,7,6,17,2017-12-16
Thunder,81,0.362,0.371,0.286,8,31,24,12,1,17,2017-12-17
Mavericks,97,0.493,0.429,0.229,8,35,25,11,5,17,2017-12-17
Mavericks,108,0.482,0.438,0.375,4,36,25,7,0,11,2017-12-19
Spurs,115,0.524,0.417,0.792,4,39,27,7,5,10,2017-12-19
Nuggets,105,0.418,0.389,0.417,15,34,25,5,5,7,2017-12-21
Mavericks,122,0.57,0.462,0.462,5,37,26,4,6,7,2017-12-21
Mavericks,92,0.457,0.355,0.226,6,27,23,6,5,10,2017-12-25
Timberwolves,97,0.5,0.368,0.947,9,36,19,7,2,18,2017-12-25
Spurs,89,0.402,0.25,0.429,10,39,20,4,5,10,2017-12-27
Mavericks,95,0.427,0.375,0.417,8,41,17,8,2,6,2017-12-27
Mavericks,96,0.487,0.357,0.286,4,34,23,4,4,9,2017-12-30
Spurs,98,0.453,0.2,0.6,9,32,14,5,2,7,2017-12-30
Mavericks,101,0.507,0.486,0.229,3,19,28,5,2,8,2018-01-02
Heat,113,0.639,0.64,0.2,2,33,25,3,3,11,2018-01-02
Mavericks,107,0.506,0.273,0.364,7,23,31,8,3,10,2018-01-03
Hawks,112,0.56,0.417,0.75,6,32,29,5,2,15,2018-01-03
Mavericks,128,0.554,0.564,0.359,5,38,27,5,4,15,2018-01-06
Pelicans,120,0.494,0.258,0.903,4,27,28,8,6,8,2018-01-06
Mavericks,116,0.517,0.441,0.265,8,28,26,5,5,7,2018-01-08
Thunder,113,0.483,0.312,0.531,11,34,18,4,4,11,2018-01-08
Magic,99,0.456,0.379,0.552,9,32,27,2,4,13,2018-01-11
Mavericks,114,0.518,0.346,0.731,5,33,27,6,2,4,2018-01-11
Mavericks,115,0.47,0.417,0.611,3,36,23,7,7,8,2018-01-12
Hornets,111,0.512,0.385,0.577,4,39,16,6,5,11,2018-01-12
Mavericks,102,0.487,0.296,0.667,5,30,17,10,3,16,2018-01-15
Nuggets,105,0.465,0.308,0.654,15,32,23,10,3,18,2018-01-15
Mavericks,108,0.458,0.4,0.88,11,26,19,9,5,9,2018-01-18
Trail Blazers,117,0.523,0.5,0.25,9,31,19,3,3,14,2018-01-18
Wizards,75,0.302,0.219,0.5,17,30,15,7,5,12,2018-01-20
Mavericks,98,0.437,0.323,0.387,9,43,20,9,9,11,2018-01-20
Rockets,104,0.439,0.412,0.216,7,36,20,8,3,9,2018-01-23
Mavericks,97,0.427,0.429,0.343,9,40,24,5,2,13,2018-01-23
Trail Blazers,107,0.494,0.333,0.633,10,44,20,4,6,14,2018-01-26
Mavericks,93,0.393,0.333,0.433,8,29,17,9,3,5,2018-01-26
Mavericks,89,0.4,0.355,0.323,8,35,17,8,5,8,2018-01-28
Nuggets,91,0.42,0.364,0.333,9,44,23,6,8,14,2018-01-28
Heat,95,0.453,0.387,0.484,11,30,23,9,11,16,2018-01-30
Mavericks,88,0.384,0.276,0.483,11,29,20,10,3,12,2018-01-30
Mavericks,97,0.409,0.323,0.355,12,40,26,6,4,14,2018-01-31
Rockets,104,0.436,0.289,0.511,2,40,15,9,7,9,2018-01-31
Mavericks,90,0.41,0.286,0.343,5,39,19,6,4,15,2018-02-03
Jazz,97,0.4,0.281,0.625,9,35,26,6,3,11,2018-02-03
Thunder,111,0.452,0.278,0.472,19,37,19,7,2,22,2018-02-06
Mavericks,110,0.484,0.361,0.25,8,28,30,11,1,16,2018-02-06
Pelicans,126,0.538,0.462,0.615,6,41,27,9,4,11,2018-02-07
Mavericks,109,0.444,0.435,0.826,10,33,25,5,2,12,2018-02-07
Nuggets,107,0.413,0.306,0.556,11,38,23,5,8,14,2018-02-09
Mavericks,118,0.478,0.556,0.63,9,42,24,8,3,15,2018-02-09
Grizzlies,80,0.357,0.389,0.722,9,32,19,4,4,14,2018-02-11
Mavericks,114,0.481,0.345,1.034,9,43,21,8,3,10,2018-02-11
Rockets,105,0.464,0.378,0.222,6,39,21,5,5,11,2018-02-13
Mavericks,82,0.351,0.161,0.355,17,36,27,5,2,10,2018-02-13
Mavericks,105,0.478,0.286,0.257,9,31,25,4,2,8,2018-02-22
Pelicans,115,0.527,0.4,0.36,9,37,33,5,2,9,2018-02-22
Jazz,119,0.529,0.414,0.517,8,31,32,11,6,11,2018-02-23
Mavericks,112,0.494,0.531,0.344,8,27,22,5,7,14,2018-02-23
Hornets,102,0.38,0.48,0.8,13,49,21,10,4,13,2018-02-25
Mavericks,98,0.396,0.293,0.341,5,47,22,10,6,12,2018-02-25
Timberwolves,93,0.422,0.32,0.6,6,38,14,10,6,9,2018-02-27
Mavericks,92,0.442,0.393,0.179,6,40,22,5,5,14,2018-02-27
Trail Blazers,109,0.448,0.25,0.525,5,41,28,6,2,13,2018-03-01
Mavericks,115,0.457,0.386,0.318,8,35,27,8,5,7,2018-03-01
Mavericks,100,0.438,0.333,0.4,11,32,24,3,1,11,2018-03-03
Magic,105,0.453,0.276,0.655,12,35,27,4,10,13,2018-03-03
Grizzlies,98,0.426,0.316,1.789,3,35,16,5,2,12,2018-03-05
Rockets,90,0.416,0.237,0.447,9,30,25,5,2,16,2018-03-05
Rockets,109,0.447,0.386,0.193,7,44,21,5,6,15,2018-03-07
Hornets,93,0.375,0.379,0.552,11,33,16,6,5,9,2018-03-07
Rockets,89,0.377,0.368,0.447,8,35,18,4,3,17,2018-03-09
Grizzlies,103,0.471,0.424,0.273,6,36,26,10,6,9,2018-03-09
Rockets,119,0.472,0.34,0.404,9,35,28,14,4,12,2018-03-11
Hawks,104,0.481,0.333,0.455,5,36,16,8,8,18,2018-03-11
Jazz,110,0.432,0.382,0.618,8,25,22,7,3,13,2018-03-13
Rockets,137,0.593,0.59,0.462,5,37,26,9,7,20,2018-03-13
Grizzlies,96,0.481,0.3,0.7,5,36,23,9,5,19,2018-03-15
Rockets,111,0.446,0.356,0.467,11,35,18,14,4,15,2018-03-15
Rockets,105,0.449,0.419,0.395,9,36,21,8,9,16,2018-03-17
Grizzlies,83,0.36,0.259,0.519,15,33,18,6,7,12,2018-03-17
Nuggets,95,0.402,0.303,0.455,15,28,19,11,5,19,2018-03-19
Rockets,125,0.549,0.439,0.415,8,38,30,13,4,18,2018-03-19
Rockets,112,0.469,0.429,0.429,8,38,22,10,5,17,2018-03-21
Jazz,101,0.442,0.367,0.733,4,28,17,10,5,13,2018-03-21
Rockets,124,0.533,0.4,1.36,7,28,14,13,2,12,2018-03-23
Trail Blazers,117,0.511,0.439,0.22,7,26,19,4,5,15,2018-03-23
Pelicans,123,0.576,0.545,0.212,6,35,32,6,2,18,2018-03-25
Rockets,130,0.545,0.378,0.378,4,32,30,12,7,9,2018-03-25
Hornets,96,0.414,0.19,0.952,12,44,14,4,5,12,2018-03-27
Rockets,108,0.443,0.378,0.289,6,39,24,7,5,10,2018-03-27
Spurs,109,0.489,0.385,0.269,12,27,22,10,5,17,2018-03-28
Rockets,124,0.473,0.36,0.4,12,33,20,15,3,13,2018-03-28
Jazz,99,0.462,0.296,0.259,5,27,17,12,1,6,2018-03-30
Rockets,120,0.519,0.395,0.535,12,40,25,5,7,14,2018-03-30
Rockets,107,0.432,0.324,0.676,12,26,23,11,4,13,2018-04-01
Thunder,112,0.544,0.444,1.0,9,31,21,9,10,14,2018-04-01
Rockets,103,0.427,0.292,0.271,8,27,15,11,2,14,2018-04-03
Wizards,121,0.534,0.5,0.25,10,35,23,12,5,16,2018-04-03
Rockets,116,0.472,0.441,0.5,9,42,25,6,3,15,2018-04-05
Magic,98,0.385,0.194,0.71,9,39,16,7,3,12,2018-04-05
Trail Blazers,112,0.482,0.346,0.885,6,34,21,5,6,12,2018-04-06
Rockets,121,0.45,0.316,0.5,17,32,25,7,5,13,2018-04-06
Timberwolves,98,0.469,0.333,0.583,8,32,24,8,8,11,2018-04-09
Rockets,116,0.477,0.436,0.385,11,34,24,11,5,9,2018-04-09
Heat,90,0.476,0.233,0.167,9,33,18,7,4,16,2018-04-11
Rockets,99,0.444,0.405,0.324,8,30,20,10,3,14,2018-04-11
Rockets,113,0.462,0.333,0.806,2,33,22,10,2,12,2017-10-18
Pelicans,115,0.537,0.407,0.593,6,36,36,8,5,15,2017-10-18
Magic,107,0.506,0.484,0.258,7,26,26,6,4,10,2017-10-20
Rockets,114,0.506,0.371,0.657,8,32,17,5,5,12,2017-10-20
Rockets,102,0.446,0.333,0.333,7,31,20,10,7,9,2017-10-21
Spurs,91,0.422,0.25,0.625,9,37,21,7,5,16,2017-10-21
Rockets,109,0.514,0.387,0.677,4,31,16,8,6,9,2017-10-23
Heat,101,0.443,0.406,0.312,15,26,23,3,3,13,2017-10-23
Nuggets,104,0.477,0.107,0.607,7,32,25,7,2,10,2017-10-25
Rockets,130,0.5,0.463,0.61,11,37,26,5,7,11,2017-10-25
Rockets,126,0.494,0.468,0.468,9,28,25,1,4,6,2017-10-28
Timberwolves,108,0.476,0.261,0.957,9,31,22,3,4,8,2017-10-28
Timberwolves,102,0.426,0.385,0.462,16,27,19,6,3,10,2017-10-29
Rockets,120,0.482,0.368,0.684,14,36,24,6,2,10,2017-10-29
Rockets,119,0.506,0.429,0.743,11,31,18,7,3,18,2017-10-31
Nuggets,114,0.484,0.345,0.552,12,24,33,13,6,13,2017-10-31
Rockets,96,0.43,0.273,0.576,9,31,15,15,2,15,2017-11-03
Jazz,85,0.437,0.241,0.552,7,32,21,6,4,22,2017-11-03
Rockets,122,0.528,0.515,0.879,7,30,25,11,7,20,2017-11-04
Thunder,112,0.495,0.353,0.235,12,22,18,12,4,19,2017-11-04
Spurs,93,0.407,0.393,0.571,7,29,20,5,2,13,2017-11-08
Rockets,109,0.487,0.295,0.409,9,41,24,6,4,15,2017-11-08
Rockets,107,0.419,0.366,0.341,13,33,19,8,7,7,2017-11-10
Pelicans,101,0.494,0.333,0.458,6,34,18,4,8,12,2017-11-10
Rockets,129,0.551,0.457,0.771,8,25,28,7,8,11,2017-11-12
Timberwolves,120,0.523,0.5,1.0,14,27,24,7,1,12,2017-11-12
Rockets,115,0.481,0.528,0.556,7,31,18,3,4,9,2017-11-15
Trail Blazers,111,0.494,0.393,0.714,10,34,20,6,7,8,2017-11-15
Pelicans,91,0.396,0.286,0.429,12,34,19,10,6,16,2017-11-17
Rockets,114,0.484,0.383,0.128,5,43,22,10,8,19,2017-11-17
Hawks,99,0.443,0.275,0.25,7,38,18,5,2,13,2017-11-19
Rockets,118,0.489,0.385,0.192,6,39,28,7,4,11,2017-11-19
Rockets,83,0.338,0.226,0.774,8,34,12,3,3,9,2017-11-20
Spurs,100,0.494,0.353,0.824,8,40,19,8,8,8,2017-11-20
Wizards,104,0.528,0.48,0.64,3,33,25,6,1,17,2017-11-24
Rockets,120,0.512,0.348,0.391,10,36,26,13,3,9,2017-11-24
Trail Blazers,94,0.459,0.318,0.409,12,35,16,10,2,18,2017-11-27
Rockets,96,0.466,0.351,0.405,6,32,16,10,5,15,2017-11-27
Thunder,108,0.396,0.303,0.788,15,27,21,11,5,11,2017-11-29
Rockets,102,0.474,0.378,0.432,6,35,23,7,5,17,2017-11-29
Pelicans,91,0.38,0.28,0.96,16,35,15,4,12,17,2017-12-01
Grizzlies,103,0.424,0.31,0.552,15,30,19,9,8,11,2017-12-01
Hornets,104,0.416,0.412,1.353,10,46,15,3,7,11,2017-12-02
Grizzlies,99,0.344,0.229,0.771,11,37,17,7,8,7,2017-12-02
Magic,101,0.507,0.448,0.414,6,32,25,6,8,24,2017-12-04
Grizzlies,99,0.476,0.333,0.367,5,26,21,12,3,13,2017-12-04
Grizzlies,98,0.479,0.368,1.105,5,29,18,8,10,14,2017-12-06
Trail Blazers,97,0.444,0.316,1.0,10,32,11,9,1,16,2017-12-06
Trail Blazers,100,0.398,0.4,1.867,15,45,11,1,9,15,2017-12-08
Grizzlies,92,0.384,0.267,0.6,5,30,23,6,9,8,2017-12-08
Grizzlies,92,0.493,0.375,0.458,3,20,28,10,3,18,2017-12-10
Nuggets,104,0.506,0.281,0.469,15,35,24,9,4,20,2017-12-10
Grizzlies,95,0.455,0.5,0.636,11,26,21,4,1,17,2017-12-12
Spurs,104,0.507,0.4,1.0,5,27,22,9,5,8,2017-12-12
Spurs,95,0.443,0.407,0.815,7,36,20,8,5,13,2017-12-14
Grizzlies,79,0.405,0.333,0.933,8,30,19,8,6,16,2017-12-14
Timberwolves,92,0.443,0.235,1.059,7,27,17,9,2,9,2017-12-15
Grizzlies,95,0.472,0.286,1.0,6,35,22,6,8,16,2017-12-15
Thunder,102,0.391,0.353,0.529,17,30,18,7,5,10,2017-12-17
Grizzlies,101,0.443,0.394,0.303,13,34,23,5,5,13,2017-12-17
Heat,107,0.561,0.519,0.704,2,33,24,8,8,13,2017-12-20
Grizzlies,82,0.389,0.296,0.667,6,25,17,6,1,14,2017-12-20
Grizzlies,87,0.383,0.357,0.536,10,37,18,6,2,16,2017-12-22
Wizards,93,0.468,0.409,0.545,6,38,21,7,8,15,2017-12-22
Hawks,94,0.442,0.387,0.452,7,28,27,12,5,17,2017-12-26
Grizzlies,96,0.462,0.48,0.48,10,33,21,12,6,21,2017-12-26
Wizards,102,0.393,0.37,0.963,12,36,21,7,7,13,2017-12-28
Grizzlies,100,0.407,0.333,0.667,11,35,20,6,9,16,2017-12-28
Pelicans,102,0.442,0.314,0.657,9,31,20,5,7,12,2017-12-30
Grizzlies,105,0.42,0.263,1.368,14,36,21,7,5,9,2017-12-30
Grizzlies,78,0.39,0.292,0.458,8,28,17,8,5,14,2018-01-03
Nuggets,87,0.386,0.318,1.182,12,35,15,8,3,14,2018-01-03
Grizzlies,104,0.451,0.429,0.429,10,34,22,2,1,14,2018-01-05
Pelicans,111,0.5,0.259,0.963,6,35,23,6,5,10,2018-01-05
Spurs,108,0.463,0.417,0.917,11,34,29,9,6,13,2018-01-06
Grizzlies,85,0.434,0.111,0.611,9,32,19,7,4,17,2018-01-06
Grizzlies,82,0.43,0.182,0.455,9,28,23,7,5,25,2018-01-08
Hawks,108,0.506,0.32,0.64,8,28,29,13,5,13,2018-01-08
Jazz,92,0.42,0.273,1.273,9,34,14,6,4,19,2018-01-10
Grizzlies,88,0.42,0.348,0.522,9,27,18,12,5,15,2018-01-10
Grizzlies,92,0.39,0.214,0.786,12,35,21,4,5,17,2018-01-13
Thunder,110,0.442,0.432,0.703,9,29,21,6,3,9,2018-01-13
Thunder,121,0.494,0.459,0.649,8,30,26,7,6,9,2018-01-15
Grizzlies,114,0.512,0.519,0.444,6,35,29,6,2,12,2018-01-15
Grizzlies,89,0.438,0.455,1.273,9,31,16,7,3,19,2018-01-17
Heat,115,0.461,0.364,0.636,14,36,27,15,6,10,2018-01-17
Nuggets,108,0.548,0.273,1.0,6,31,18,17,3,22,2018-01-19
Grizzlies,102,0.44,0.37,0.444,17,23,26,14,3,20,2018-01-19
Grizzlies,100,0.409,0.273,0.818,13,33,24,9,3,9,2018-01-21
Magic,107,0.5,0.32,1.08,5,39,19,4,9,14,2018-01-21
Grizzlies,98,0.525,0.364,0.273,6,36,26,8,5,20,2018-01-24
Spurs,100,0.461,0.273,1.091,4,32,18,14,4,11,2018-01-24
Jazz,95,0.446,0.406,0.5,8,40,26,10,8,17,2018-01-27
Grizzlies,78,0.373,0.273,0.455,10,29,16,4,5,15,2018-01-27
Nuggets,94,0.368,0.273,0.636,18,31,17,10,5,7,2018-01-28
Grizzlies,101,0.407,0.406,0.688,14,33,21,5,9,11,2018-01-28
Grizzlies,79,0.385,0.222,0.833,9,29,13,4,7,19,2018-01-30
Hornets,140,0.533,0.475,0.575,11,42,25,10,4,8,2018-01-30
Grizzlies,101,0.476,0.484,0.194,7,28,25,8,4,13,2018-02-01
Timberwolves,93,0.418,0.333,0.792,7,30,21,7,6,14,2018-02-01
Trail Blazers,103,0.481,0.267,0.633,8,30,15,7,8,12,2018-02-03
Grizzlies,108,0.488,0.52,0.52,11,35,23,7,2,15,2018-02-03
Grizzlies,97,0.481,0.391,0.435,7,26,24,8,4,13,2018-02-05
Jazz,107,0.541,0.387,0.484,7,31,24,7,5,15,2018-02-05
Grizzlies,98,0.455,0.429,0.429,9,33,20,7,5,17,2018-02-07
Trail Blazers,113,0.464,0.316,0.605,8,35,28,9,2,13,2018-02-07
Grizzlies,95,0.398,0.312,0.344,11,26,19,9,1,21,2018-02-09
Pelicans,123,0.523,0.444,0.472,11,37,32,14,7,16,2018-02-09
Grizzlies,94,0.412,0.278,1.056,10,25,20,11,5,17,2018-02-11
Timberwolves,113,0.483,0.318,1.0,18,34,27,10,7,17,2018-02-11
Grizzlies,123,0.484,0.419,0.71,10,32,22,9,2,13,2018-02-12
Thunder,137,0.553,0.465,0.535,8,37,32,8,3,14,2018-02-12
Pelicans,93,0.395,0.3,0.8,4,38,17,5,7,17,2018-02-14
Trail Blazers,103,0.375,0.345,0.931,18,45,17,7,7,18,2018-02-14
Magic,115,0.506,0.471,0.382,6,37,27,10,1,16,2018-02-23
Pelicans,99,0.459,0.25,0.5,9,34,30,9,5,19,2018-02-23
Timberwolves,104,0.494,0.273,0.727,11,36,20,13,3,21,2018-02-25
Pelicans,98,0.429,0.258,0.581,9,29,27,13,4,19,2018-02-25
Hawks,105,0.46,0.472,0.222,10,26,25,14,1,16,2018-02-26
Pelicans,106,0.547,0.394,0.333,7,31,31,10,5,19,2018-02-26
Pelicans,114,0.527,0.364,0.182,8,21,32,2,0,13,2018-02-28
Nuggets,146,0.629,0.514,0.457,13,35,37,5,4,14,2018-02-28
Thunder,107,0.427,0.314,0.571,9,31,22,14,2,14,2018-03-02
Pelicans,114,0.512,0.28,1.0,7,42,26,8,3,19,2018-03-02
Spurs,90,0.398,0.25,0.583,8,31,22,10,5,15,2018-03-03
Pelicans,107,0.481,0.292,0.917,7,38,23,7,2,15,2018-03-03
Timberwolves,120,0.58,0.391,0.739,10,34,30,10,1,17,2018-03-05
Pelicans,102,0.464,0.4,0.286,8,20,27,8,2,16,2018-03-05
Pelicans,108,0.483,0.5,0.3,6,36,28,4,7,10,2018-03-07
Jazz,114,0.494,0.4,0.6,8,38,25,7,3,7,2018-03-07
Pelicans,123,0.523,0.484,0.581,4,44,22,2,3,10,2018-03-09
Trail Blazers,116,0.448,0.314,0.314,9,35,20,6,3,4,2018-03-09
Nuggets,114,0.436,0.457,0.457,10,30,22,7,4,9,2018-03-13
Pelicans,123,0.535,0.387,0.613,11,38,28,4,5,11,2018-03-13
Pelicans,111,0.473,0.441,0.294,7,35,27,8,8,19,2018-03-15
Nuggets,117,0.46,0.444,0.25,11,37,30,12,4,15,2018-03-15
Pelicans,106,0.425,0.25,1.65,11,31,20,7,1,16,2018-03-17
Wizards,116,0.5,0.4,0.286,10,34,29,8,3,16,2018-03-17
Pelicans,111,0.5,0.333,0.5,11,37,23,10,2,15,2018-03-19
Magic,97,0.424,0.2,1.05,10,30,16,7,2,14,2018-03-19
Pelicans,109,0.534,0.6,0.64,6,31,27,5,10,14,2018-03-20
Heat,94,0.424,0.312,0.375,13,25,18,4,3,13,2018-03-20
Pelicans,108,0.5,0.467,0.4,7,35,23,8,2,20,2018-03-22
Jazz,98,0.452,0.219,0.469,6,30,23,12,1,14,2018-03-22
Pelicans,98,0.423,0.207,0.897,7,31,20,5,6,15,2018-03-24
Timberwolves,116,0.489,0.5,1.056,13,34,26,10,5,9,2018-03-24
Trail Blazers,113,0.446,0.286,0.262,14,25,24,13,6,11,2018-03-26
Pelicans,119,0.549,0.368,1.158,9,34,26,7,6,18,2018-03-26
Pelicans,93,0.438,0.37,0.481,9,34,27,5,6,12,2018-03-29
Hawks,94,0.416,0.25,0.25,12,31,32,5,3,10,2018-03-29
Pelicans,101,0.448,0.346,0.538,8,34,26,6,10,15,2018-03-31
Hornets,96,0.424,0.286,0.857,10,39,16,5,6,14,2018-03-31
Pelicans,114,0.511,0.542,0.375,5,36,30,10,2,16,2018-04-01
Thunder,100,0.381,0.25,0.472,15,37,24,6,5,16,2018-04-01
Pelicans,107,0.416,0.242,0.455,18,33,23,9,8,13,2018-04-04
Timberwolves,118,0.505,0.476,0.571,12,38,21,9,3,12,2018-04-04
Jazz,133,0.584,0.667,0.714,9,36,29,6,5,13,2018-04-06
Pelicans,109,0.505,0.364,0.318,6,24,24,10,6,14,2018-04-06
Heat,123,0.463,0.333,0.944,13,45,26,12,5,13,2018-04-08
Pelicans,124,0.444,0.258,0.645,13,43,27,9,13,15,2018-04-08
Pelicans,121,0.505,0.346,0.462,12,31,26,7,3,12,2018-04-09
Spurs,116,0.485,0.346,0.423,13,34,23,7,9,11,2018-04-09
Wizards,116,0.479,0.346,0.577,10,39,34,10,4,12,2018-04-11
Pelicans,97,0.463,0.3,0.75,2,36,23,3,10,15,2018-04-11
Jazz,116,0.417,0.375,0.75,17,38,24,4,3,15,2017-10-18
Pelicans,99,0.441,0.286,0.524,10,28,28,7,14,13,2017-10-18
Hornets,115,0.484,0.269,0.692,8,37,22,8,9,13,2017-10-20
Pelicans,119,0.5,0.409,0.273,14,36,33,10,7,12,2017-10-20
Pelicans,93,0.4,0.375,0.938,12,41,18,7,7,14,2017-10-21
Spurs,98,0.374,0.269,0.654,15,37,16,10,11,10,2017-10-21
Trail Blazers,107,0.419,0.312,0.281,17,30,20,11,7,10,2017-10-24
Pelicans,103,0.457,0.167,0.542,11,43,28,3,10,16,2017-10-24
Thunder,109,0.432,0.29,0.581,14,37,24,13,4,18,2017-10-25
Pelicans,104,0.458,0.344,0.531,7,37,28,13,3,21,2017-10-25
Spurs,98,0.402,0.333,0.667,12,26,22,9,1,17,2017-10-29
Pelicans,122,0.591,0.263,0.684,11,40,30,11,5,19,2017-10-29
Timberwolves,99,0.435,0.421,0.895,11,31,23,7,4,13,2017-10-31
Spurs,107,0.461,0.381,0.81,12,38,22,8,11,11,2017-10-31
Spurs,117,0.553,0.588,1.353,8,36,18,6,3,13,2017-11-01
Heat,100,0.463,0.346,0.654,4,28,19,6,2,9,2017-11-01
Spurs,87,0.337,0.167,0.958,17,32,19,8,8,17,2017-11-03
Magic,114,0.571,0.478,0.304,6,39,22,9,7,17,2017-11-03
Hornets,101,0.412,0.333,1.125,11,35,16,11,1,12,2017-11-05
Spurs,108,0.47,0.333,0.778,7,38,31,7,6,15,2017-11-05
Spurs,86,0.418,0.292,0.542,13,32,20,4,4,16,2017-11-07
Timberwolves,98,0.448,0.5,0.611,11,30,27,9,4,6,2017-11-07
Thunder,101,0.438,0.391,0.609,13,28,24,7,3,8,2017-11-08
Spurs,104,0.442,0.4,0.629,12,32,23,6,7,13,2017-11-08
Hawks,85,0.435,0.267,0.1,9,29,21,7,7,15,2017-11-10
Spurs,96,0.449,0.323,0.194,14,38,29,7,5,18,2017-11-10
Spurs,106,0.481,0.24,0.88,8,37,22,8,7,11,2017-11-12
Hornets,86,0.369,0.16,0.8,14,28,20,7,4,14,2017-11-12
Spurs,87,0.408,0.286,0.607,8,31,14,11,9,17,2017-11-15
Thunder,90,0.425,0.273,0.455,15,32,21,8,2,20,2017-11-15
Heat,105,0.542,0.529,0.265,6,23,28,7,4,18,2017-11-17
Spurs,117,0.529,0.52,0.48,10,24,30,6,7,11,2017-11-17
Spurs,93,0.519,0.353,0.294,9,44,17,7,9,23,2017-11-19
Trail Blazers,91,0.396,0.24,0.36,12,25,18,13,2,8,2017-11-19
Spurs,89,0.436,0.476,0.524,5,33,14,7,3,14,2017-11-20
Jazz,100,0.459,0.462,0.769,5,36,18,7,4,12,2017-11-20
Spurs,110,0.494,0.478,0.826,10,32,26,4,5,14,2017-11-24
Trail Blazers,111,0.522,0.348,0.304,9,29,19,7,5,9,2017-11-24
Nuggets,80,0.349,0.25,0.536,11,30,18,9,4,15,2017-11-25
Spurs,112,0.519,0.519,0.593,6,37,23,9,3,15,2017-11-25
Spurs,99,0.425,0.364,0.773,8,29,24,12,5,9,2017-11-27
Hawks,102,0.465,0.36,0.52,11,39,23,8,2,15,2017-11-27
Nuggets,104,0.465,0.435,0.609,10,28,22,11,6,13,2017-11-29
Spurs,106,0.5,0.375,0.208,13,30,33,4,9,16,2017-11-29
Jazz,120,0.565,0.522,1.304,5,32,26,6,5,17,2017-12-01
Spurs,111,0.484,0.385,0.5,11,25,25,9,5,12,2017-12-01
Spurs,99,0.447,0.24,0.68,8,36,23,5,8,11,2017-12-04
Jazz,101,0.417,0.458,0.833,9,34,15,7,5,9,2017-12-04
Spurs,109,0.537,0.273,0.682,10,32,24,6,7,18,2017-12-06
Nuggets,117,0.495,0.312,0.469,11,24,29,10,3,11,2017-12-06
Spurs,119,0.506,0.312,1.75,11,27,28,4,4,7,2017-12-08
Nuggets,122,0.495,0.375,0.438,18,34,33,5,3,11,2017-12-08
Spurs,94,0.465,0.5,0.2,6,37,26,6,3,14,2017-12-10
Thunder,104,0.459,0.357,0.571,11,38,24,8,4,15,2017-12-10
Magic,72,0.341,0.304,0.391,9,32,16,5,3,20,2017-12-13
