team,fg,fg%,3pt,3pt%,ft,ft%,oreb,dreb,reb,ast,stl,blk,to,pf,pts,home,date,game_id
Nuggets,47-94,50.0,15-36,41.7,23-29,79.3,16,41,57,26,9,1,12,20,132,1,2019-01-25,401071401
Suns,34-85,40.0,7-26,26.9,27-32,84.4,15,25,40,19,8,9,16,20,102,0,2019-01-27,401071416
Lakers,47-89,52.8,10-23,43.5,12-18,66.7,14,27,41,28,8,10,16,30,116,1,2019-01-27,401071416
Suns,48-80,60.0,13-29,44.8,15-19,78.9,3,35,38,26,8,5,18,22,124,0,2019-01-29,401071427
Spurs,47-100,47.0,15-34,44.1,17-20,85.0,14,22,36,29,9,4,11,15,126,1,2019-01-29,401071427
Hawks,43-84,51.2,14-32,43.8,18-26,69.2,16,37,53,21,6,5,24,18,118,0,2019-02-02,401071457
Suns,45-96,46.9,12-32,37.5,10-18,55.6,10,27,37,31,15,5,10,23,112,1,2019-02-02,401071457
Rockets,43-87,49.4,13-41,31.7,19-25,76.0,12,31,43,19,13,2,12,19,118,0,2019-02-04,401071467
Suns,45-84,53.6,7-25,28.0,13-18,72.2,9,29,38,29,9,1,17,20,110,1,2019-02-04,401071467
Suns,35-75,46.7,3-17,17.6,15-19,78.9,7,29,36,23,8,2,22,25,88,0,2019-02-06,401071481
Jazz,42-84,50.0,11-28,39.3,21-32,65.6,12,31,43,29,13,5,13,18,116,1,2019-02-06,401071481
Warriors,41-81,50.6,10-29,34.5,25-35,71.4,9,40,49,30,5,9,18,23,117,0,2019-02-08,401071495
Suns,39-101,38.6,6-31,19.4,23-30,76.7,19,29,48,23,12,1,11,28,107,1,2019-02-08,401071495
Suns,38-91,41.8,6-27,22.2,22-30,73.3,15,39,54,22,5,4,17,31,104,0,2019-02-10,401071509
Kings,38-84,45.2,9-31,29.0,32-44,72.7,11,38,49,26,12,11,12,21,117,1,2019-02-10,401071509
Suns,40-86,46.5,8-30,26.7,19-25,76.0,8,28,36,24,6,4,16,23,107,0,2019-02-13,401071536
Clippers,50-84,59.5,11-22,50.0,23-30,76.7,7,36,43,33,12,9,11,25,134,1,2019-02-13,401071536
Suns,35-84,41.7,10-32,31.3,18-25,72.0,11,27,38,26,12,6,17,18,98,0,2019-02-21,401071540
Cavaliers,42-85,49.4,13-36,36.1,14-20,70.0,10,41,51,34,11,4,15,23,111,1,2019-02-21,401071540
Suns,41-93,44.1,13-37,35.1,17-20,85.0,6,35,41,25,9,4,12,29,112,0,2019-02-23,401071556
Hawks,38-92,41.3,12-33,36.4,32-38,84.2,12,38,50,22,8,9,13,22,120,1,2019-02-23,401071556
Suns,45-89,50.6,13-32,40.6,21-25,84.0,7,32,39,30,9,1,14,20,124,0,2019-02-25,401071574
Heat,48-97,49.5,9-29,31.0,16-20,80.0,14,30,44,31,10,4,14,20,121,1,2019-02-25,401071574
Pelicans,50-87,57.5,16-27,59.3,14-20,70.0,10,40,50,34,13,4,24,18,130,0,2019-03-01,401071605
Suns,40-94,42.6,12-34,35.3,24-28,85.7,12,27,39,25,17,2,19,21,116,1,2019-03-01,401071605
Lakers,43-89,48.3,8-25,32.0,15-23,65.2,10,30,40,27,3,3,11,24,109,0,2019-03-02,401071615
Suns,39-76,51.3,6-26,23.1,34-40,85.0,9,32,41,21,7,8,10,22,118,1,2019-03-02,401071615
Bucks,35-95,36.8,12-42,28.6,23-31,74.2,18,39,57,17,8,2,14,25,105,0,2019-03-04,401071628
Suns,41-91,45.1,7-22,31.8,25-31,80.6,17,39,56,22,10,10,13,23,114,1,2019-03-04,401071628
Knicks,35-77,45.5,6-15,40.0,20-25,80.0,8,38,46,17,6,7,21,23,96,0,2019-03-06,401071645
Suns,39-81,48.1,12-29,41.4,17-22,77.3,4,27,31,21,11,9,13,25,107,1,2019-03-06,401071645
Suns,43-103,41.7,9-27,33.3,25-29,86.2,13,30,43,27,7,5,8,23,120,0,2019-03-09,401071664
Trail Blazers,43-86,50.0,13-29,44.8,28-36,77.8,12,40,52,19,5,7,16,27,127,1,2019-03-09,401071664
Suns,42-86,48.8,10-25,40.0,21-27,77.8,9,39,48,26,10,4,14,18,115,0,2019-03-10,401071673
Warriors,42-95,44.2,10-43,23.3,17-22,77.3,15,34,49,34,10,6,17,24,111,1,2019-03-10,401071673
Jazz,42-90,46.7,12-33,36.4,18-25,72.0,12,40,52,30,8,4,12,22,114,0,2019-03-13,401071692
Suns,36-82,43.9,7-19,36.8,18-23,78.3,5,30,35,21,8,3,12,20,97,1,2019-03-13,401071692
Suns,38-89,42.7,7-26,26.9,19-25,76.0,15,34,49,22,9,4,21,21,102,0,2019-03-15,401071703
Rockets,36-83,43.4,11-40,27.5,25-33,75.8,7,35,42,18,13,6,13,20,108,1,2019-03-15,401071703
Suns,51-100,51.0,9-29,31.0,27-36,75.0,11,37,48,31,10,7,22,33,138,0,2019-03-16,401071709
Pelicans,47-102,46.1,15-30,50.0,27-41,65.9,18,39,57,34,11,4,22,30,136,1,2019-03-16,401071709
Bulls,46-89,51.7,4-16,25.0,20-24,83.3,11,38,49,21,9,4,13,22,116,0,2019-03-18,401071730
Suns,39-84,46.4,7-26,26.9,16-26,61.5,9,29,38,24,5,5,12,22,101,1,2019-03-18,401071730
Pistons,38-90,42.2,17-42,40.5,25-34,73.5,19,27,46,23,11,6,13,26,118,0,2019-03-21,401071750
Suns,35-73,47.9,7-26,26.9,21-26,80.8,7,28,35,22,6,4,19,27,98,1,2019-03-21,401071750
Suns,36-88,40.9,9-34,26.5,22-26,84.6,10,33,43,25,10,4,14,21,103,0,2019-03-23,401071767
Kings,39-92,42.4,17-38,44.7,17-22,77.3,13,38,51,25,7,3,14,19,112,1,2019-03-23,401071767
Suns,31-76,40.8,7-23,30.4,23-28,82.1,9,27,36,12,8,3,21,18,92,0,2019-03-25,401071778
Jazz,48-86,55.8,10-21,47.6,19-23,82.6,10,33,43,31,11,4,14,23,125,1,2019-03-25,401071778
Wizards,43-90,47.8,9-25,36.0,29-43,67.4,15,37,52,18,10,3,10,20,124,0,2019-03-27,401071793
Suns,43-87,49.4,14-37,37.8,21-26,80.8,11,37,48,22,9,7,15,28,121,1,2019-03-27,401071793
Grizzlies,41-89,46.1,8-25,32.0,30-40,75.0,15,29,44,24,15,6,11,18,120,0,2019-03-30,401071817
Suns,43-81,53.1,12-28,42.9,17-23,73.9,7,33,40,27,8,7,19,26,115,1,2019-03-30,401071817
Cavaliers,45-99,45.5,8-22,36.4,15-22,68.2,18,30,48,17,5,3,9,24,113,0,2019-04-01,401071833
Suns,46-84,54.8,13-37,35.1,17-20,85.0,5,35,40,28,1,11,13,22,122,1,2019-04-01,401071833
Jazz,44-77,57.1,16-32,50.0,14-18,77.8,7,38,45,30,2,9,20,16,118,0,2019-04-03,401071847
Suns,42-91,46.2,5-21,23.8,8-13,61.5,9,22,31,21,7,3,10,23,97,1,2019-04-03,401071847
Pelicans,49-101,48.5,8-23,34.8,20-27,74.1,15,38,53,28,4,4,15,21,126,0,2019-04-05,401071862
Suns,51-104,49.0,14-36,38.9,17-21,81.0,13,33,46,27,12,11,7,18,133,1,2019-04-05,401071862
Suns,43-93,46.2,11-34,32.4,16-21,76.2,8,34,42,26,8,0,13,18,113,0,2019-04-07,401071874
Rockets,53-100,53.0,27-57,47.4,16-21,76.2,12,40,52,34,12,5,9,16,149,1,2019-04-07,401071874
Suns,38-88,43.2,13-35,37.1,20-28,71.4,5,33,38,21,13,6,14,22,109,0,2019-04-09,401071889
Mavericks,41-91,45.1,16-40,40.0,22-27,81.5,18,46,64,28,6,6,21,24,120,1,2019-04-09,401071889
Lakers,45-93,48.4,7-30,23.3,22-29,75.9,8,38,46,23,10,6,15,26,119,0,2018-10-18,401070218
Trail Blazers,44-100,44.0,13-37,35.1,27-29,93.1,14,40,54,21,9,10,16,26,128,1,2018-10-18,401070218
Spurs,42-100,42.0,13-30,43.3,11-14,78.6,15,25,40,29,5,4,6,17,108,0,2018-10-20,401070717
Trail Blazers,45-84,53.6,15-32,46.9,16-19,84.2,8,38,46,24,5,3,12,14,121,1,2018-10-20,401070717
Wizards,46-110,41.8,15-37,40.5,18-26,69.2,12,42,54,23,6,7,10,27,125,0,2018-10-22,401070727
Trail Blazers,43-108,39.8,11-39,28.2,27-31,87.1,17,53,70,22,6,4,19,22,124,1,2018-10-22,401070727
Trail Blazers,48-87,55.2,11-27,40.7,21-26,80.8,12,32,44,24,6,6,10,22,128,0,2018-10-25,401070745
Magic,43-86,50.0,12-30,40.0,16-20,80.0,11,29,40,29,5,7,14,21,114,1,2018-10-25,401070745
Trail Blazers,37-88,42.0,12-33,36.4,25-28,89.3,8,34,42,14,7,8,9,25,111,0,2018-10-27,401070760
Heat,44-96,45.8,15-39,38.5,17-26,65.4,16,40,56,21,7,8,12,21,120,1,2018-10-27,401070760
Trail Blazers,38-78,48.7,10-26,38.5,17-18,94.4,9,41,50,19,3,3,18,23,103,0,2018-10-29,401070768
Pacers,37-90,41.1,6-19,31.6,13-20,65.0,7,28,35,19,8,5,8,20,93,1,2018-10-29,401070768
Trail Blazers,38-80,47.5,8-20,40.0,20-23,87.0,7,44,51,17,4,4,17,19,104,0,2018-10-30,401070782
Rockets,31-96,32.3,10-43,23.3,13-23,56.5,20,29,49,18,7,9,11,25,85,1,2018-10-30,401070782
Pelicans,40-94,42.6,8-29,27.6,31-37,83.8,14,30,44,23,7,3,12,24,119,0,2018-11-01,401070797
Trail Blazers,44-87,50.6,18-35,51.4,26-31,83.9,8,38,46,26,4,4,14,30,132,1,2018-11-01,401070797
Lakers,45-86,52.3,8-21,38.1,16-25,64.0,9,41,50,20,9,11,20,22,114,0,2018-11-03,401070813
Trail Blazers,44-104,42.3,6-35,17.1,16-22,72.7,16,34,50,20,10,5,14,21,110,1,2018-11-03,401070813
Timberwolves,29-93,31.2,7-30,23.3,16-21,76.2,13,25,38,18,9,4,11,21,81,0,2018-11-04,401070819
Trail Blazers,38-86,44.2,7-28,25.0,28-32,87.5,17,49,66,15,7,1,16,20,111,1,2018-11-04,401070819
Bucks,40-92,43.5,16-42,38.1,7-8,87.5,12,30,42,26,2,1,11,16,103,0,2018-11-06,401070833
Trail Blazers,48-91,52.7,17-43,39.5,5-8,62.5,11,40,51,23,7,3,12,17,118,1,2018-11-06,401070833
Clippers,41-89,46.1,8-23,34.8,15-20,75.0,7,34,41,19,2,10,7,22,105,0,2018-11-08,401070846
Trail Blazers,40-97,41.2,10-26,38.5,26-28,92.9,14,39,53,18,4,8,6,20,116,1,2018-11-08,401070846
Celtics,36-93,38.7,14-42,33.3,8-10,80.0,11,31,42,19,11,5,12,16,94,0,2018-11-11,401070869
Trail Blazers,39-86,45.3,14-36,38.9,8-10,80.0,15,40,55,22,4,2,21,14,100,1,2018-11-11,401070869
Trail Blazers,41-93,44.1,14-33,42.4,21-23,91.3,11,36,47,24,8,10,14,21,117,0,2018-11-14,401070893
Lakers,44-93,47.3,15-32,46.9,23-26,88.5,11,37,48,25,11,6,13,18,126,1,2018-11-14,401070893
Trail Blazers,37-88,42.0,8-29,27.6,14-20,70.0,11,37,48,16,6,1,18,14,96,0,2018-11-16,401070902
Timberwolves,46-92,50.0,12-28,42.9,8-11,72.7,9,34,43,28,11,4,12,16,112,1,2018-11-16,401070902
Trail Blazers,39-86,45.3,11-30,36.7,30-35,85.7,9,43,52,26,4,3,15,25,119,0,2018-11-18,401070918
Wizards,43-96,44.8,13-32,40.6,10-21,47.6,9,34,43,28,4,9,11,30,109,1,2018-11-18,401070918
Trail Blazers,45-95,47.4,16-35,45.7,12-17,70.6,14,29,43,25,8,4,11,19,118,0,2018-11-20,401070932
Knicks,42-83,50.6,13-29,44.8,17-22,77.3,10,32,42,22,8,5,15,15,114,1,2018-11-20,401070932
Trail Blazers,34-93,36.6,9-41,22.0,23-28,82.1,10,30,40,13,8,6,17,20,100,0,2018-11-21,401070940
Bucks,57-108,52.8,15-45,33.3,14-17,82.4,13,46,59,34,8,2,14,23,143,1,2018-11-21,401070940
Trail Blazers,38-93,40.9,9-24,37.5,12-22,54.5,12,27,39,22,9,2,13,16,97,0,2018-11-23,401070958
Warriors,48-85,56.5,17-32,53.1,12-16,75.0,6,37,43,29,11,10,15,22,125,1,2018-11-23,401070958
Clippers,38-90,42.2,5-25,20.0,23-34,67.6,11,37,48,15,9,5,4,13,104,0,2018-11-25,401070974
Trail Blazers,42-97,43.3,8-38,21.1,8-10,80.0,16,42,58,18,2,5,12,24,100,1,2018-11-25,401070974
Magic,42-81,51.9,14-30,46.7,14-15,93.3,3,34,37,28,3,8,14,20,112,0,2018-11-28,401070995
Trail Blazers,37-85,43.5,19-39,48.7,22-32,68.8,13,34,47,24,8,1,11,17,115,1,2018-11-28,401070995
Nuggets,40-87,46.0,14-30,46.7,19-26,73.1,13,28,41,28,11,3,11,21,113,0,2018-11-30,401071010
Trail Blazers,45-85,52.9,6-22,27.3,16-21,76.2,12,32,44,19,7,6,14,23,112,1,2018-11-30,401071010
Trail Blazers,45-86,52.3,12-29,41.4,16-16,100.0,9,26,35,25,6,5,17,21,118,0,2018-12-02,401071023
Spurs,50-83,60.2,11-15,73.3,20-22,90.9,5,29,34,29,5,4,12,15,131,1,2018-12-02,401071023
Trail Blazers,38-84,45.2,7-24,29.2,19-23,82.6,11,37,48,20,7,6,18,29,102,0,2018-12-04,401071033
Mavericks,38-88,43.2,11-30,36.7,24-35,68.6,15,35,50,25,11,4,13,19,111,1,2018-12-04,401071033
Suns,35-91,38.5,5-27,18.5,11-14,78.6,11,30,41,20,11,2,16,21,86,0,2018-12-06,401071047
Trail Blazers,41-85,48.2,9-27,33.3,17-27,63.0,13,43,56,24,10,6,17,19,108,1,2018-12-06,401071047
Timberwolves,40-91,44.0,7-16,43.8,18-22,81.8,10,30,40,25,12,7,12,23,105,0,2018-12-08,401071066
Trail Blazers,39-83,47.0,10-33,30.3,25-30,83.3,14,39,53,23,10,9,19,20,113,1,2018-12-08,401071066
Trail Blazers,38-87,43.7,10-25,40.0,18-21,85.7,13,31,44,20,1,4,14,17,104,0,2018-12-11,401071083
Rockets,42-85,49.4,9-29,31.0,18-27,66.7,12,30,42,22,9,5,7,21,111,1,2018-12-11,401071083
Trail Blazers,32-87,36.8,6-22,27.3,13-16,81.3,4,40,44,15,11,9,14,19,83,0,2018-12-12,401071091
Grizzlies,34-82,41.5,8-24,33.3,16-24,66.7,9,42,51,19,9,10,12,22,92,1,2018-12-12,401071091
Raptors,43-78,55.1,18-31,58.1,18-21,85.7,6,31,37,20,4,4,16,21,122,0,2018-12-14,401071108
Trail Blazers,48-94,51.1,13-27,48.1,19-21,90.5,12,26,38,29,10,4,8,15,128,1,2018-12-14,401071108
Trail Blazers,47-86,54.7,10-20,50.0,27-31,87.1,6,27,33,26,5,4,11,32,131,0,2018-12-17,401071131
Clippers,42-83,50.6,10-27,37.0,33-39,84.6,8,29,37,27,5,1,10,23,127,1,2018-12-17,401071131
Grizzlies,33-78,42.3,9-27,33.3,17-19,89.5,11,25,36,22,12,10,14,21,92,0,2018-12-19,401071146
Trail Blazers,35-75,46.7,11-26,42.3,18-20,90.0,12,31,43,16,9,4,21,23,99,1,2018-12-19,401071146
Jazz,47-85,55.3,16-31,51.6,10-17,58.8,6,36,42,35,7,6,15,21,120,0,2018-12-21,401071157
Trail Blazers,35-87,40.2,10-32,31.3,10-18,55.6,13,29,42,17,8,6,14,16,90,1,2018-12-21,401071157
Mavericks,43-103,41.7,12-34,35.3,20-28,71.4,8,41,49,22,1,2,9,20,118,0,2018-12-23,401071176
Trail Blazers,49-104,47.1,11-38,28.9,12-17,70.6,7,46,53,29,5,6,9,26,121,1,2018-12-23,401071176
Trail Blazers,35-89,39.3,9-23,39.1,17-26,65.4,11,31,42,20,7,3,12,20,96,0,2018-12-25,401070237
Jazz,46-83,55.4,13-29,44.8,12-23,52.2,9,40,49,20,7,10,17,19,117,1,2018-12-25,401070237
Trail Blazers,38-105,36.2,13-40,32.5,21-23,91.3,11,43,54,20,7,4,14,18,110,0,2018-12-27,401071192
Warriors,45-106,42.5,13-44,29.5,6-15,40.0,14,45,59,36,10,9,15,19,109,1,2018-12-27,401071192
Warriors,40-80,50.0,12-25,48.0,23-28,82.1,5,37,42,27,9,4,12,18,115,0,2018-12-29,401071210
Trail Blazers,39-91,42.9,9-31,29.0,18-22,81.8,11,35,46,18,6,4,13,17,105,1,2018-12-29,401071210
76ers,34-96,35.4,8-43,18.6,19-27,70.4,9,27,36,18,15,2,11,21,95,0,2018-12-30,401071216
Trail Blazers,49-83,59.0,12-22,54.5,19-25,76.0,7,52,59,28,2,2,21,22,129,1,2018-12-30,401071216
Trail Blazers,39-90,43.3,9-32,28.1,26-30,86.7,10,46,56,22,11,10,18,19,113,0,2019-01-01,401071228
Kings,44-115,38.3,11-33,33.3,9-12,75.0,14,39,53,24,13,4,13,23,108,1,2019-01-01,401071228
Thunder,40-94,42.6,8-25,32.0,23-26,88.5,11,38,49,18,9,6,10,21,111,0,2019-01-04,401071251
Trail Blazers,41-95,43.2,9-31,29.0,18-21,85.7,11,39,50,30,6,5,12,17,109,1,2019-01-04,401071251
Rockets,39-84,46.4,13-38,34.2,10-12,83.3,10,30,40,13,6,5,12,22,101,0,2019-01-05,401071258
Trail Blazers,43-94,45.7,9-28,32.1,15-20,75.0,17,30,47,27,7,2,9,11,110,1,2019-01-05,401071258
Knicks,36-89,40.4,7-23,30.4,22-27,81.5,14,34,48,18,9,2,11,19,101,0,2019-01-07,401071273
Trail Blazers,40-85,47.1,11-31,35.5,20-29,69.0,12,39,51,25,7,5,14,21,111,1,2019-01-07,401071273
Bulls,43-93,46.2,9-22,40.9,17-19,89.5,10,27,37,22,5,3,12,18,112,0,2019-01-09,401071291
Trail Blazers,47-83,56.6,11-26,42.3,19-21,90.5,6,37,43,28,6,7,16,21,124,1,2019-01-09,401071291
Hornets,36-90,40.0,13-30,43.3,11-16,68.8,10,33,43,23,3,2,13,10,96,0,2019-01-11,401071304
Trail Blazers,52-93,55.9,15-40,37.5,8-9,88.9,7,40,47,31,10,16,9,20,127,1,2019-01-11,401071304
Trail Blazers,40-88,45.5,12-34,35.3,21-22,95.5,8,31,39,25,5,1,9,22,113,0,2019-01-13,401071319
Nuggets,45-81,55.6,9-22,40.9,17-20,85.0,4,31,35,21,5,0,11,20,116,1,2019-01-13,401071319
Trail Blazers,37-92,40.2,10-31,32.3,23-29,79.3,17,32,49,22,6,3,14,23,107,0,2019-01-14,401071325
Kings,43-87,49.4,10-26,38.5,19-24,79.2,11,37,48,24,6,6,13,23,115,1,2019-01-14,401071325
Cavaliers,45-95,47.4,6-19,31.6,16-19,84.2,12,29,41,17,0,5,3,18,112,0,2019-01-16,401071338
Trail Blazers,47-89,52.8,16-29,55.2,19-23,82.6,7,34,41,28,1,6,4,17,129,1,2019-01-16,401071338
Pelicans,41-84,48.8,8-25,32.0,22-27,81.5,7,34,41,23,4,6,12,24,112,0,2019-01-18,401071353
Trail Blazers,48-103,46.6,11-34,32.4,21-26,80.8,18,35,53,30,8,3,6,22,128,1,2019-01-18,401071353
Trail Blazers,45-90,50.0,8-18,44.4,11-15,73.3,7,37,44,30,6,9,8,22,109,0,2019-01-21,401071374
Jazz,36-91,39.6,7-33,21.2,25-31,80.6,13,35,48,21,5,8,15,19,104,1,2019-01-21,401071374
Trail Blazers,43-95,45.3,10-36,27.8,18-22,81.8,20,32,52,21,7,3,19,20,114,0,2019-01-22,401071376
Thunder,43-85,50.6,11-23,47.8,26-33,78.8,9,28,37,26,16,4,10,20,123,1,2019-01-22,401071376
Trail Blazers,44-94,46.8,12-26,46.2,20-20,100.0,14,39,53,25,8,8,16,24,120,0,2019-01-24,401071391
Suns,36-88,40.9,13-38,34.2,21-27,77.8,9,30,39,19,9,4,16,22,106,1,2019-01-24,401071391
Hawks,42-92,45.7,12-33,36.4,15-20,75.0,9,27,36,24,9,7,10,27,111,0,2019-01-26,401071407
Trail Blazers,41-82,50.0,11-30,36.7,27-30,90.0,11,36,47,26,8,7,18,23,120,1,2019-01-26,401071407
Jazz,38-85,44.7,11-34,32.4,18-21,85.7,8,28,36,24,9,4,16,22,105,0,2019-01-30,401071436
Trail Blazers,48-90,53.3,16-32,50.0,20-23,87.0,11,35,46,28,7,5,13,17,132,1,2019-01-30,401071436
Heat,45-83,54.2,7-22,31.8,21-25,84.0,8,38,46,18,11,7,12,15,118,0,2019-02-05,401071476
Trail Blazers,42-93,45.2,15-39,38.5,9-12,75.0,7,26,33,30,6,2,11,21,108,1,2019-02-05,401071476
Spurs,48-91,52.7,12-21,57.1,10-14,71.4,10,33,43,19,3,3,18,16,118,0,2019-02-07,401071489
Trail Blazers,49-91,53.8,11-31,35.5,18-18,100.0,4,29,33,26,11,4,8,14,127,1,2019-02-07,401071489
Trail Blazers,42-86,48.8,9-29,31.0,8-14,57.1,12,36,48,24,7,4,19,26,101,0,2019-02-10,401071507
Mavericks,36-87,41.4,12-37,32.4,18-23,78.3,11,28,39,20,6,3,15,20,102,1,2019-02-10,401071507
Trail Blazers,36-87,41.4,11-29,37.9,28-38,73.7,10,36,46,18,8,7,13,24,111,0,2019-02-11,401071519
Thunder,41-86,47.7,16-35,45.7,22-29,75.9,7,38,45,23,9,7,12,28,120,1,2019-02-11,401071519
Warriors,39-97,40.2,13-38,34.2,16-18,88.9,18,31,49,26,1,9,8,26,107,0,2019-02-13,401071535
Trail Blazers,43-93,46.2,16-37,43.2,27-34,79.4,14,34,48,24,3,4,4,16,129,1,2019-02-13,401071535
Trail Blazers,46-105,43.8,7-32,21.9,14-16,87.5,19,41,60,19,7,9,13,21,113,0,2019-02-21,401071542
Nets,36-92,39.1,7-36,19.4,20-26,76.9,12,37,49,26,4,2,12,19,99,1,2019-02-21,401071542
Trail Blazers,49-99,49.5,5-23,21.7,27-29,93.1,19,34,53,29,8,6,11,23,130,0,2019-02-23,401071555
76ers,42-87,48.3,9-24,37.5,22-28,78.6,7,26,33,28,5,5,11,23,115,1,2019-02-23,401071555
Trail Blazers,44-78,56.4,18-29,62.1,17-22,77.3,6,39,45,26,5,6,13,24,123,0,2019-02-25,401071571
Cavaliers,37-89,41.6,13-34,38.2,23-26,88.5,13,27,40,22,4,1,7,20,110,1,2019-02-25,401071571
Trail Blazers,38-90,42.2,6-33,18.2,15-20,75.0,13,35,48,14,11,2,11,15,97,0,2019-02-27,401071586
Celtics,40-86,46.5,5-28,17.9,7-10,70.0,8,33,41,20,5,4,16,20,92,1,2019-02-27,401071586
Trail Blazers,42-85,49.4,14-33,42.4,19-23,82.6,9,33,42,24,9,4,16,25,117,0,2019-03-01,401071603
Raptors,45-81,55.6,10-28,35.7,19-21,90.5,2,30,32,29,9,6,14,17,119,1,2019-03-01,401071603
Trail Blazers,43-96,44.8,11-32,34.4,21-23,91.3,13,35,48,26,9,3,11,23,118,0,2019-03-03,401071617
Hornets,37-83,44.6,14-33,42.4,20-23,87.0,4,31,35,25,7,5,12,21,108,1,2019-03-03,401071617
Trail Blazers,42-79,53.2,9-29,31.0,18-21,85.7,5,31,36,25,7,4,20,29,111,0,2019-03-05,401071635
Grizzlies,40-75,53.3,13-27,48.1,27-36,75.0,4,30,34,22,11,5,16,21,120,1,2019-03-05,401071635
Thunder,48-105,45.7,8-27,29.6,25-32,78.1,16,42,58,14,7,5,15,31,129,0,2019-03-07,401071649
Trail Blazers,37-94,39.4,9-41,22.0,38-47,80.9,14,37,51,14,7,8,14,27,121,1,2019-03-07,401071649
Suns,43-103,41.7,9-27,33.3,25-29,86.2,13,30,43,27,7,5,8,23,120,0,2019-03-09,401071664
Trail Blazers,43-86,50.0,13-29,44.8,28-36,77.8,12,40,52,19,5,7,16,27,127,1,2019-03-09,401071664
Trail Blazers,47-96,49.0,12-31,38.7,19-26,73.1,18,32,50,27,8,3,12,20,125,0,2019-03-12,401071686
Clippers,38-95,40.0,9-15,60.0,19-27,70.4,25,26,51,21,7,3,11,21,104,1,2019-03-12,401071686
Trail Blazers,43-96,44.8,10-27,37.0,26-32,81.3,17,37,54,26,7,8,15,18,122,0,2019-03-15,401071704
Pelicans,45-94,47.9,8-30,26.7,12-25,48.0,14,31,45,31,7,6,11,23,110,1,2019-03-15,401071704
Trail Blazers,42-101,41.6,7-28,25.0,12-14,85.7,14,37,51,23,4,2,8,22,103,0,2019-03-16,401071712
Spurs,37-79,46.8,8-17,47.1,26-30,86.7,4,40,44,17,4,10,10,14,108,1,2019-03-16,401071712
Pacers,35-83,42.2,10-24,41.7,18-22,81.8,12,27,39,25,12,3,13,21,98,0,2019-03-18,401071731
Trail Blazers,37-79,46.8,13-32,40.6,19-21,90.5,8,30,38,24,8,9,17,23,106,1,2019-03-18,401071731
Mavericks,43-87,49.4,10-30,33.3,22-25,88.0,6,29,35,20,8,6,11,22,118,0,2019-03-20,401071746
Trail Blazers,45-91,49.5,16-36,44.4,20-25,80.0,12,36,48,23,6,4,14,17,126,1,2019-03-20,401071746
Pistons,42-84,50.0,14-34,41.2,14-14,100.0,6,23,29,24,9,3,7,21,112,0,2019-03-23,401071766
Trail Blazers,43-79,54.4,11-26,42.3,20-27,74.1,11,31,42,22,4,4,12,14,117,1,2019-03-23,401071766
Nets,49-103,47.6,15-42,35.7,31-44,70.5,15,44,59,25,3,4,16,31,144,0,2019-03-25,401071779
Trail Blazers,53-121,43.8,14-45,31.1,28-36,77.8,16,39,55,35,9,5,3,30,148,1,2019-03-25,401071779
Trail Blazers,43-83,51.8,11-32,34.4,21-25,84.0,9,36,45,30,4,3,8,16,118,0,2019-03-27,401071790
Bulls,39-91,42.9,5-23,21.7,15-19,78.9,16,28,44,22,4,0,8,19,98,1,2019-03-27,401071790
Trail Blazers,45-96,46.9,9-32,28.1,19-22,86.4,10,45,55,19,4,4,9,9,118,0,2019-03-29,401071804
Hawks,38-94,40.4,9-38,23.7,13-14,92.9,8,33,41,20,5,7,10,22,98,1,2019-03-29,401071804
Trail Blazers,38-102,37.3,4-21,19.0,10-11,90.9,18,41,59,18,7,5,16,19,90,0,2019-03-30,401071812
Pistons,37-86,43.0,5-25,20.0,20-26,76.9,7,38,45,20,8,6,10,21,99,1,2019-03-30,401071812
Trail Blazers,50-91,54.9,15-30,50.0,17-24,70.8,15,35,50,31,6,9,14,17,132,0,2019-04-01,401071830
Timberwolves,47-96,49.0,11-29,37.9,17-19,89.5,10,27,37,29,8,3,9,19,122,1,2019-04-01,401071830
Grizzlies,31-80,38.8,11-33,33.3,16-19,84.2,4,28,32,20,10,9,13,16,89,0,2019-04-03,401071848
Trail Blazers,48-94,51.1,10-31,32.3,10-16,62.5,14,40,54,28,9,3,13,14,116,1,2019-04-03,401071848
Trail Blazers,42-86,48.8,10-29,34.5,16-20,80.0,12,28,40,24,6,2,14,23,110,0,2019-04-05,401071863
Nuggets,43-84,51.2,7-27,25.9,26-29,89.7,12,27,39,27,10,4,9,19,119,1,2019-04-05,401071863
Nuggets,42-95,44.2,13-33,39.4,11-20,55.0,12,30,42,24,9,4,10,26,108,0,2019-04-07,401071879
Trail Blazers,41-89,46.1,9-28,32.1,24-29,82.8,17,41,58,22,5,5,16,16,115,1,2019-04-07,401071879
Trail Blazers,37-90,41.1,11-37,29.7,19-22,86.4,11,34,45,18,8,10,12,14,104,0,2019-04-09,401071892
Lakers,40-94,42.6,10-29,34.5,11-17,64.7,17,34,51,29,6,6,17,19,101,1,2019-04-09,401071892
Kings,50-96,52.1,18-43,41.9,13-16,81.3,12,23,35,25,5,1,10,17,131,0,2019-04-10,401071903
Trail Blazers,53-91,58.2,14-24,58.3,16-22,72.7,14,30,44,19,5,2,12,17,136,1,2019-04-10,401071903
Jazz,41-79,51.9,13-27,48.1,28-38,73.7,5,39,44,21,8,4,17,19,123,0,2018-10-17,401070700
