fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
42-79,10-22,15-17,8,33,41,30,9,1,12,15,109,400975181,Cavaliers,1,2017-12-06
41-87,14-34,10-12,4,38,42,24,6,4,8,16,106,400975191,Cavaliers,0,2017-12-08
39-91,12-33,9-16,13,38,51,20,4,5,10,18,99,400975191,Wizards,1,2017-12-08
40-80,16-41,20-24,7,30,37,26,9,3,14,20,116,400975204,Cavaliers,0,2017-12-10
43-82,11-29,22-27,8,32,40,27,12,3,14,18,119,400975204,Bucks,1,2017-12-10
34-81,12-40,21-26,9,37,46,20,6,5,15,19,101,400975280,Cavaliers,0,2017-12-12
38-82,10-31,18-21,5,38,43,24,12,4,11,24,104,400975280,Jazz,1,2017-12-12
42-90,13-32,13-19,13,30,43,25,5,5,15,29,110,400975295,Trail Blazers,0,2017-12-14
43-83,13-32,28-37,8,32,40,28,11,4,10,17,127,400975295,Cavaliers,1,2017-12-14
47-94,15-34,22-31,14,31,45,25,11,2,17,26,131,400975328,Cavaliers,0,2017-12-17
49-98,14-37,15-22,14,32,46,29,5,2,19,28,127,400975328,Magic,1,2017-12-17
37-84,13-38,12-16,8,29,37,26,0,4,13,15,99,400975340,Cavaliers,0,2017-12-19
52-100,10-31,13-17,15,41,56,30,6,2,5,17,127,400975340,Timberwolves,1,2017-12-19
37-85,7-34,14-19,9,37,46,19,12,5,11,15,95,400975365,Cavaliers,0,2017-12-20
39-85,10-21,9-12,6,38,44,16,5,4,14,18,97,400975365,Pacers,1,2017-12-20
41-88,5-22,16-21,9,33,42,25,12,6,14,22,103,400975410,Magic,0,2017-12-23
38-85,10-34,18-27,14,32,46,22,8,4,20,21,104,400975410,Cavaliers,1,2017-12-23
58-100,14-30,18-28,16,36,52,37,9,2,13,23,148,400975420,Thunder,0,2017-12-26
46-89,10-37,22-27,3,25,28,32,7,4,15,18,124,400975420,Cavaliers,1,2017-12-26
35-72,6-21,26-31,6,35,41,19,6,3,18,14,102,400975444,Cavaliers,0,2017-12-27
47-94,8-28,12-16,13,32,45,23,11,4,9,19,114,400975444,Spurs,1,2017-12-27
43-91,13-31,9-11,8,29,37,27,13,1,16,15,108,400975461,Pacers,0,2017-12-29
46-82,13-37,10-13,8,36,44,27,13,4,20,11,115,400975461,Cavaliers,1,2017-12-29
40-95,14-36,10-13,7,36,43,31,5,6,6,23,104,400975480,Pistons,0,2017-12-31
42-83,15-35,22-26,4,41,45,27,2,3,10,14,121,400975480,Cavaliers,1,2017-12-31
38-84,13-35,25-32,7,34,41,24,2,5,15,22,114,400975493,Cavaliers,0,2018-01-02
49-93,9-23,18-28,8,39,47,30,12,5,10,27,125,400975493,Pistons,1,2018-01-02
36-83,3-28,14-25,6,46,52,17,8,5,19,25,89,400975503,Heat,0,2018-01-06
28-80,6-26,29-38,7,38,45,18,9,5,16,20,91,400975503,Cavaliers,1,2018-01-06
44-93,19-51,13-16,6,47,53,28,6,5,8,19,120,400975525,Rockets,0,2018-01-08
34-87,8-30,12-16,5,42,47,22,4,3,11,16,88,400975525,Cavaliers,1,2018-01-08
36-84,12-37,14-20,9,27,36,19,4,4,14,24,98,400975543,Cavaliers,0,2018-01-09
46-88,6-22,18-27,12,38,50,27,7,8,12,16,116,400975543,Magic,1,2018-01-09
54-93,19-33,11-12,4,31,35,33,7,4,11,19,138,400975553,Timberwolves,0,2018-01-11
52-88,21-41,15-23,7,34,41,33,5,1,15,21,140,400975553,Cavaliers,1,2018-01-11
46-86,15-35,16-24,6,37,43,31,8,4,9,17,123,400975565,Cavaliers,0,2018-01-13
37-83,16-44,17-19,6,36,42,20,4,4,12,18,107,400975565,Hawks,1,2018-01-13
45-88,16-36,14-22,10,31,41,24,6,3,7,28,120,400975596,Cavaliers,0,2018-01-15
40-90,11-35,21-30,18,33,51,23,6,3,9,20,112,400975596,Thunder,1,2018-01-15
44-92,12-30,10-10,9,34,43,29,9,3,10,23,110,400975615,Wizards,0,2018-01-17
42-84,8-35,11-19,6,30,36,20,5,2,13,15,103,400975615,Cavaliers,1,2018-01-17
40-87,11-29,21-22,7,39,46,26,13,9,18,23,112,400975624,Cavaliers,0,2018-01-19
33-84,9-24,14-18,5,32,37,22,10,4,21,25,89,400975624,Grizzlies,1,2018-01-19
38-86,9-19,25-32,10,34,44,22,11,9,9,12,110,400975640,Spurs,0,2018-01-22
38-91,8-34,10-14,13,34,47,18,8,3,15,24,94,400975640,Cavaliers,1,2018-01-22
47-86,19-35,13-15,6,29,35,35,4,3,9,19,126,400975683,Nuggets,0,2018-01-23
46-88,9-24,16-21,12,29,41,25,5,2,9,16,117,400975683,Cavaliers,1,2018-01-23
34-87,12-34,10-15,8,32,40,17,9,6,11,22,90,400975696,Pistons,0,2018-01-25
43-88,12-33,14-17,11,42,53,29,8,2,14,18,112,400975696,Cavaliers,1,2018-01-25
44-87,13-29,12-18,7,28,35,25,10,4,10,19,113,400975716,Cavaliers,0,2018-01-28
42-86,10-27,14-18,14,37,51,22,7,2,21,16,108,400975716,Nuggets,1,2018-01-28
41-80,11-33,12-21,2,32,34,17,5,7,11,21,105,400975774,Cavaliers,0,2018-01-30
43-96,12-35,15-19,13,37,50,26,4,3,7,15,113,400975774,Trail Blazers,1,2018-01-30
45-88,8-31,19-20,8,24,32,26,11,7,15,23,117,400975796,Bucks,0,2018-02-02
43-87,15-38,23-27,12,30,42,24,4,6,13,17,124,400975796,Cavaliers,1,2018-02-02
31-85,4-26,13-19,12,30,42,15,8,1,14,18,79,400975856,Cavaliers,0,2018-02-03
37-78,9-29,15-20,9,35,44,24,10,9,14,18,98,400975856,Heat,1,2018-02-03
45-93,11-28,17-20,11,27,38,22,9,1,6,19,118,400975862,Cavaliers,0,2018-02-05
39-76,5-21,22-24,6,34,40,20,2,2,13,16,105,400975862,Hornets,1,2018-02-05
43-89,11-26,5-6,7,34,41,25,4,2,11,19,102,400975877,Pelicans,0,2018-02-09
43-90,10-24,11-15,9,36,45,22,6,2,10,14,107,400975877,Cavaliers,1,2018-02-09
32-79,13-37,10-11,4,34,38,15,5,3,15,20,87,400975895,Mavericks,0,2018-02-11
35-85,11-26,17-23,10,40,50,21,7,1,11,12,98,400975895,Cavaliers,1,2018-02-11
47-94,9-21,12-14,12,29,41,34,8,7,15,23,115,400975922,Wizards,0,2018-02-13
42-77,13-27,22-28,5,30,35,26,10,3,16,14,119,400975922,Cavaliers,1,2018-02-13
29-73,9-30,23-29,3,44,47,16,4,3,17,15,90,400974700,Hornets,0,2018-02-14
41-96,9-26,11-12,9,38,47,24,14,3,8,21,102,400974700,Pistons,1,2018-02-14
43-87,10-23,15-20,10,23,33,19,12,1,19,32,111,400974773,Pistons,0,2018-02-22
40-75,6-17,29-35,7,30,37,25,12,7,16,18,115,400974773,Wizards,1,2018-02-22
37-85,9-25,18-21,7,30,37,19,5,4,14,19,101,400974807,Timberwolves,0,2018-02-24
48-92,15-34,11-17,12,35,47,32,7,3,14,22,122,400974807,Pistons,1,2018-02-24
39-83,10-25,8-9,7,29,36,27,6,6,13,24,96,400974870,Bucks,0,2018-02-26
37-78,8-26,23-28,7,32,39,21,10,4,12,11,105,400974870,Pistons,1,2018-02-26
38-88,7-24,14-18,7,31,38,22,8,3,15,24,97,400974910,Pacers,0,2018-02-27
43-83,12-27,16-25,8,42,50,25,3,5,15,22,114,400974910,Pistons,1,2018-02-27
44-89,8-24,8-11,11,34,45,28,11,7,15,21,104,400974920,Hawks,0,2018-03-01
39-89,12-30,21-27,20,31,51,23,7,5,17,18,111,400974920,Pistons,1,2018-03-01
39-90,13-37,12-16,7,32,39,25,8,5,9,22,103,400974940,Heat,0,2018-03-03
42-87,14-28,14-20,11,43,54,24,2,5,13,17,112,400974940,Pistons,1,2018-03-03
30-85,15-37,20-23,17,28,45,23,7,3,16,20,95,400974960,Pistons,0,2018-03-04
38-78,8-22,15-20,11,32,43,24,10,16,15,19,99,400974960,Bucks,1,2018-03-04
39-93,14-33,8-10,11,32,43,20,4,8,11,18,100,400974968,Pistons,0,2018-03-07
39-89,15-28,14-21,13,38,51,22,4,5,10,13,107,400974968,Pacers,1,2018-03-07
39-83,8-25,14-20,11,26,37,25,10,2,19,21,100,400974989,Pistons,0,2018-03-09
40-78,5-22,12-18,6,32,38,23,11,4,20,20,97,400974989,Timberwolves,1,2018-03-09
39-84,14-37,7-9,8,35,43,22,6,5,19,17,99,400975024,Pistons,0,2018-03-11
42-98,8-32,6-8,13,32,45,22,13,6,14,12,98,400975024,Thunder,1,2018-03-11
35-79,9-30,12-19,4,28,32,20,7,5,15,21,91,400975071,Pistons,0,2018-03-12
43-89,7-21,16-19,16,33,49,28,12,6,11,20,109,400975071,Wizards,1,2018-03-12
35-85,8-27,15-24,7,35,42,15,8,2,10,22,93,400975099,Pistons,0,2018-03-14
35-82,14-31,12-12,10,41,51,30,2,7,16,20,96,400975099,Spurs,1,2018-03-14
36-87,10-30,18-27,17,29,46,20,5,0,11,20,100,400975110,Pistons,0,2018-03-16
39-79,8-22,18-26,13,28,41,22,7,5,12,21,104,400975110,Bucks,1,2018-03-16
40-79,10-30,13-14,6,38,44,27,8,3,17,15,103,400975149,Nuggets,0,2018-03-17
28-79,9-25,19-22,11,29,40,17,7,2,20,16,84,400975149,Pistons,1,2018-03-17
41-90,13-30,10-12,14,32,46,26,10,3,15,23,105,400975164,Pistons,0,2018-03-19
32-70,11-31,16-26,7,27,34,28,6,6,16,12,91,400975164,Hawks,1,2018-03-19
39-93,13-32,13-17,11,33,44,22,7,10,9,22,104,400975170,Pistons,0,2018-03-22
35-87,9-30,19-25,15,36,51,21,6,4,13,15,98,400975170,Pacers,1,2018-03-22
41-85,17-33,11-17,8,32,40,27,6,4,16,16,110,400975189,Magic,0,2018-03-25
42-89,17-34,13-16,7,32,39,27,11,3,13,17,114,400975189,Pistons,1,2018-03-25
33-77,7-24,20-22,6,32,38,19,4,2,12,19,93,400975212,Pistons,0,2018-03-27
40-75,14-30,16-20,4,33,37,22,6,7,12,17,110,400975212,Mavericks,1,2018-03-27
34-77,6-21,9-13,5,21,26,18,6,3,12,19,83,400975244,Pacers,0,2018-03-29
41-82,12-34,13-16,10,36,46,26,5,1,10,17,107,400975244,Pistons,1,2018-03-29
35-87,9-23,10-14,9,32,41,20,5,4,15,17,89,400975262,Pistons,0,2018-03-31
37-82,11-26,17-17,9,39,48,22,10,3,18,17,102,400975262,Magic,1,2018-03-31
31-84,5-26,12-13,10,36,46,18,8,5,14,13,79,400975276,Spurs,0,2018-04-01
36-81,8-24,13-16,6,39,45,22,10,1,11,11,93,400975276,Pistons,1,2018-04-01
41-86,9-24,13-16,5,30,35,21,4,2,9,14,104,400975304,Pistons,0,2018-04-03
43-84,17-34,8-11,7,34,41,29,6,3,12,16,111,400975304,Heat,1,2018-04-03
38-90,15-47,10-11,12,30,42,29,5,4,13,20,101,400975326,Rockets,0,2018-04-06
38-75,12-25,20-27,5,30,35,21,8,4,11,15,108,400975326,Pistons,1,2018-04-06
41-93,8-27,19-22,12,27,39,22,5,4,12,18,109,400975341,Pistons,0,2018-04-09
46-82,6-22,14-21,9,32,41,31,7,9,16,18,112,400975341,Pelicans,1,2018-04-09
43-84,10-21,22-33,9,40,49,21,9,4,15,11,118,400975384,Hornets,0,2018-04-11
42-86,15-29,8-11,3,35,38,27,10,5,16,24,107,400975384,Pistons,1,2018-04-11
41-82,16-35,24-27,8,26,34,28,10,4,13,20,122,400975415,Wizards,0,2017-10-19
40-80,10-30,22-26,7,28,35,25,8,3,14,22,112,400975415,Pistons,1,2017-10-19
38-96,10-31,12-16,9,35,44,24,11,9,14,15,98,400975448,Jazz,0,2017-10-21
38-97,7-31,12-18,15,42,57,23,10,7,19,16,95,400975448,Pistons,1,2017-10-21
45-93,14-33,17-23,13,30,43,23,9,2,9,20,121,400975470,Thunder,0,2017-10-24
39-84,12-33,18-24,13,30,43,24,4,3,16,20,108,400975470,Pistons,1,2017-10-24
40-96,8-31,14-14,10,39,49,22,3,3,9,24,102,400975507,Grizzlies,0,2017-10-26
35-76,7-25,27-37,4,37,41,20,8,4,7,19,104,400975507,Pistons,1,2017-10-26
44-91,14-36,5-7,7,26,33,30,13,4,11,14,107,400975522,Heat,0,2017-10-28
44-84,9-26,14-17,13,36,49,23,7,5,17,12,111,400975522,Pistons,1,2017-10-28
37-94,10-33,7-8,13,32,45,18,9,5,13,14,91,400975536,Trail Blazers,0,2017-11-01
44-88,15-30,8-12,10,41,51,36,7,4,14,14,111,400975536,Pistons,1,2017-11-01
38-83,13-33,26-33,12,28,40,30,6,4,15,28,115,400975580,Pistons,0,2017-11-03
38-78,10-29,32-37,4,31,35,27,10,3,13,26,118,400975580,Hawks,1,2017-11-03
44-100,14-34,16-16,10,43,53,31,6,7,11,25,118,400975587,Pelicans,0,2017-11-04
35-95,9-35,24-32,14,40,54,18,5,3,14,19,103,400975587,Pistons,1,2017-11-04
38-89,6-33,16-19,8,35,43,25,9,4,11,21,98,400975599,Hawks,0,2017-11-07
35-83,13-33,21-25,10,37,47,26,3,5,16,18,104,400975599,Pistons,1,2017-11-07
42-85,4-18,10-14,8,33,41,23,4,2,17,22,98,400975638,Pistons,0,2017-11-10
42-88,16-35,14-23,13,34,47,28,9,4,18,19,114,400975638,Hornets,1,2017-11-10
28-73,8-24,23-28,6,29,35,16,7,3,13,20,87,400975659,Bucks,0,2017-11-11
42-95,9-29,17-22,22,35,57,26,9,0,9,20,110,400975659,Pistons,1,2017-11-11
40-92,12-29,14-24,13,30,43,22,10,1,14,17,106,400975672,Pistons,0,2017-11-15
44-86,13-36,14-19,7,38,45,34,8,3,16,23,115,400975672,Magic,1,2017-11-15
37-89,7-24,15-21,17,29,46,18,8,2,18,23,96,400975684,Pistons,0,2017-11-17
37-82,12-29,19-28,15,30,45,19,11,5,13,20,105,400975684,Heat,1,2017-11-17
30-80,5-25,14-19,8,24,32,14,14,4,17,23,79,400975759,Pistons,0,2017-11-19
42-76,13-34,13-23,11,41,52,29,10,5,22,22,110,400975759,Jazz,1,2017-11-19
44-92,14-27,11-17,9,32,41,30,8,4,11,20,113,400975772,Pistons,0,2017-11-21
43-85,12-28,22-28,10,35,45,26,7,8,15,15,120,400975772,Nuggets,1,2017-11-21
31-80,10-25,15-20,8,35,43,17,6,2,12,16,87,400975791,Pistons,0,2017-11-22
38-87,8-31,16-18,9,40,49,23,8,8,11,17,100,400975791,Trail Blazers,1,2017-11-22
40-95,6-38,10-19,16,50,66,22,9,5,15,17,96,400975820,Pistons,0,2017-11-24
35-99,12-51,18-28,12,40,52,19,9,3,12,19,100,400975820,Rockets,1,2017-11-24
37-89,6-32,12-15,12,31,43,28,9,6,15,19,92,400975870,Wizards,0,2017-11-26
41-84,6-21,15-20,10,34,44,26,9,3,16,14,103,400975870,Pistons,1,2017-11-26
40-92,13-39,13-18,10,36,46,26,7,5,12,20,106,400975927,Mavericks,0,2017-11-28
46-92,12-30,9-17,6,43,49,24,6,4,11,19,113,400975927,Pistons,1,2017-11-28
38-93,23-47,18-23,14,24,38,30,10,0,12,18,117,400975945,Pistons,0,2017-11-30
48-83,16-33,18-24,8,35,43,36,11,4,12,18,130,400975945,Grizzlies,1,2017-11-30
46-95,9-19,13-17,11,40,51,19,5,6,9,26,114,400974771,Trail Blazers,0,2017-12-01
35-78,4-18,22-33,6,33,39,15,1,4,12,17,96,400974771,Pacers,1,2017-12-01
43-96,7-19,15-21,13,32,45,18,9,4,10,18,108,400974780,Pacers,0,2017-12-04
45-87,14-34,8-14,6,39,45,24,6,11,14,19,112,400974780,Heat,1,2017-12-04
56-84,10-22,8-11,8,34,42,31,8,2,17,21,130,400974803,Pacers,0,2017-12-06
42-86,9-24,14-22,9,18,27,27,9,4,14,14,107,400974803,Timberwolves,1,2017-12-06
28-83,10-29,30-35,14,27,41,13,13,2,19,23,96,400974811,Pacers,0,2017-12-08
43-89,10-27,18-26,16,33,49,26,8,8,20,27,114,400974811,Thunder,1,2017-12-08
36-90,9-28,13-18,12,32,44,19,12,8,15,11,94,400974837,Spurs,0,2017-12-09
36-77,10-22,15-20,6,38,44,21,9,3,19,20,97,400974837,Pacers,1,2017-12-09
44-87,14-35,15-22,11,32,43,23,6,5,12,18,117,400974901,Pelicans,0,2017-12-11
44-93,9-24,15-18,11,30,41,19,4,4,10,21,112,400974901,Pacers,1,2017-12-11
43-90,17-47,15-18,10,37,47,24,10,5,13,20,118,400974941,Rockets,0,2017-12-13
37-83,8-22,13-21,7,34,41,18,5,7,13,15,95,400974941,Pacers,1,2017-12-13
43-85,12-24,18-20,5,31,36,29,6,6,12,17,116,400974959,Pacers,0,2017-12-15
44-86,8-32,17-22,11,32,43,29,5,10,14,19,113,400974959,Grizzlies,1,2017-12-15
51-85,11-23,7-8,9,33,42,33,9,7,12,14,120,400974986,Pacers,0,2017-12-18
35-83,13-37,12-14,10,25,35,21,8,2,14,11,95,400974986,Heat,1,2017-12-18
37-89,8-20,23-29,8,40,48,25,17,4,12,25,105,400974994,Pacers,0,2017-12-20
35-84,13-38,14-23,11,39,50,23,6,7,22,20,97,400974994,Magic,1,2017-12-20
40-92,16-41,13-16,10,25,35,22,4,9,14,23,109,400975041,Magic,0,2017-12-21
42-79,15-26,22-26,8,35,43,25,7,8,14,18,121,400975041,Pacers,1,2017-12-21
42-88,7-28,6-6,6,30,36,18,9,7,14,17,97,400975059,Pacers,0,2017-12-23
42-86,18-40,16-21,10,39,49,26,9,0,15,10,118,400975059,Rockets,1,2017-12-23
43-95,17-42,13-16,19,28,47,24,7,5,21,20,116,400975138,Nuggets,0,2017-12-26
49-93,10-25,18-22,11,29,40,24,6,2,11,17,126,400975138,Pacers,1,2017-12-26
36-88,13-29,15-24,17,35,52,26,10,6,13,12,100,400975155,Thunder,0,2017-12-27
40-89,11-31,4-6,11,31,42,18,11,7,13,21,95,400975155,Pacers,1,2017-12-27
40-82,7-21,18-19,8,29,37,19,5,5,9,18,105,400975206,Pacers,0,2017-12-29
35-81,8-29,17-20,11,32,43,27,5,6,13,17,95,400975206,Hawks,1,2017-12-29
40-78,8-29,10-15,4,31,35,26,7,3,9,12,98,400975253,Mavericks,0,2017-12-31
38-79,10-25,8-10,7,32,39,27,8,4,15,17,94,400975253,Pacers,1,2017-12-31
41-86,4-19,21-25,13,31,44,20,11,8,7,20,107,400975284,Timberwolves,0,2018-01-01
33-85,10-25,14-18,13,30,43,20,3,5,16,18,90,400975284,Pacers,1,2018-01-01
41-84,3-15,16-19,8,22,30,24,7,2,14,20,101,400975307,Pacers,0,2018-01-03
44-75,9-17,25-28,6,28,34,33,8,5,16,23,122,400975307,Bucks,1,2018-01-03
34-74,7-27,21-27,5,29,34,18,11,4,17,24,96,400975337,Bucks,0,2018-01-05
44-79,7-22,14-20,8,32,40,30,9,5,16,23,109,400975337,Pacers,1,2018-01-05
43-81,13-30,15-21,6,31,37,25,6,6,15,25,114,400975350,Heat,0,2018-01-06
43-87,1-18,19-29,12,33,45,13,7,3,14,23,106,400975350,Pacers,1,2018-01-06
41-77,14-26,13-15,8,35,43,26,7,2,14,18,109,400975393,Pacers,0,2018-01-08
36-81,9-33,13-17,9,29,38,11,11,7,13,12,94,400975393,Jazz,1,2018-01-08
36-91,7-26,7-13,10,36,46,17,4,4,8,16,86,400975412,Pacers,0,2018-01-10
37-94,10-32,16-16,14,43,57,17,6,7,11,11,100,400975412,Trail Blazers,1,2018-01-10
37-84,4-19,16-17,7,34,41,14,14,1,10,15,94,400975432,Pacers,0,2018-01-13
35-82,9-34,7-12,10,36,46,24,8,10,20,14,86,400975432,Spurs,1,2018-01-13
42-77,8-25,20-32,13,27,40,21,6,7,14,18,112,400975471,Magic,0,2018-01-15
47-87,5-18,15-19,9,29,38,25,9,1,9,24,114,400975471,Pacers,1,2018-01-15
37-83,9-31,13-20,11,29,40,18,5,2,16,14,96,400975484,Hornets,0,2018-01-17
45-83,6-21,9-11,6,32,38,28,7,3,12,19,105,400975484,Pacers,1,2018-01-17
39-82,12-26,11-15,14,27,41,20,10,1,18,21,101,400975499,Grizzlies,0,2018-01-20
37-70,10-26,21-31,8,25,33,20,16,4,14,15,105,400975499,Pacers,1,2018-01-20
44-87,12-29,26-28,7,24,31,21,10,6,11,25,126,400975512,Pacers,0,2018-01-22
44-83,15-33,30-34,11,32,43,27,5,2,15,21,133,400975512,Hornets,1,2018-01-22
45-82,7-25,14-17,7,36,43,29,8,1,14,23,111,400975537,Wizards,0,2018-01-24
37-80,12-29,16-25,8,27,35,19,6,2,16,18,102,400975537,Pacers,1,2018-01-24
37-82,7-31,12-19,6,34,40,14,9,7,22,20,93,400975620,Hawks,0,2018-01-26
48-101,9-28,11-13,15,42,57,30,17,3,17,20,116,400975620,Pacers,1,2018-01-26
41-87,5-20,16-23,9,41,50,22,6,4,12,19,103,400975650,Pacers,0,2018-01-28
40-88,14-37,15-18,7,37,44,20,9,3,10,21,109,400975650,Mavericks,1,2018-01-28
38-90,11-32,15-20,11,32,43,21,13,5,24,20,102,400975661,Pacers,0,2018-01-31
38-87,9-29,22-27,15,34,49,21,13,11,21,23,107,400975661,Hawks,1,2018-01-31
37-83,6-16,23-30,13,35,48,19,12,4,14,23,103,400975678,Pacers,0,2018-02-03
31-81,9-25,25-32,14,29,43,15,9,13,15,24,96,400975678,Bucks,1,2018-02-03
34-77,8-25,22-24,11,32,43,11,10,0,16,18,98,400975691,Pacers,0,2018-02-05
35-83,10-27,15-19,10,32,42,21,9,2,14,21,95,400975691,Wizards,1,2018-02-05
34-76,7-23,14-16,8,31,39,15,8,7,16,16,89,400975697,Bucks,0,2018-02-09
33-77,10-17,16-21,8,29,37,18,13,5,14,15,92,400975697,Pacers,1,2018-02-09
41-80,11-31,11-16,7,35,42,30,9,5,12,18,104,400975711,Jazz,0,2018-02-10
34-88,3-23,13-17,14,31,45,12,9,3,12,17,84,400975711,Pacers,1,2018-02-10
34-82,10-33,9-10,6,29,35,21,11,4,18,13,87,400975724,Hawks,0,2018-02-12
45-91,14-28,8-10,9,40,49,21,11,3,16,16,112,400975724,Pacers,1,2018-02-12
39-86,12-24,12-15,10,28,38,24,6,4,15,18,102,400975781,Pacers,0,2018-02-14
40-74,10-20,19-23,6,32,38,29,9,2,14,17,109,400975781,Wizards,1,2018-02-14
34-93,7-22,17-18,15,33,48,15,13,5,14,21,92,401019650,Pacers,0,2018-02-22
34-79,8-23,20-24,10,40,50,15,4,11,18,19,96,401019650,Pelicans,1,2018-02-22
41-86,14-35,11-14,7,32,39,32,10,3,17,20,107,400975842,Heat,0,2018-02-24
44-90,8-23,17-21,10,41,51,26,12,7,17,17,113,400975842,Pacers,1,2018-02-24
41-84,9-19,13-16,6,29,35,23,11,4,13,24,104,400975911,Pacers,0,2018-02-26
41-89,10-32,15-20,13,36,49,31,10,8,16,19,107,400975911,Nuggets,1,2018-02-26
50-93,9-25,14-18,7,32,39,27,11,1,14,22,123,400975943,Pacers,0,2018-02-27
40-80,11-30,26-30,5,31,36,27,6,3,21,17,117,400975943,Hornets,1,2018-02-27
46-99,18-42,9-12,13,42,55,27,5,7,6,8,119,400975959,Hornets,0,2018-03-02
40-99,8-31,5-8,13,40,53,22,3,4,7,16,93,400975959,Pacers,1,2018-03-02
34-81,11-28,31-35,13,29,42,18,10,6,16,22,110,400974785,Trail Blazers,0,2018-03-05
42-80,7-18,22-30,7,28,35,22,9,8,14,23,113,400974785,Bucks,1,2018-03-05
33-78,7-26,21-36,10,38,48,17,3,5,14,21,94,400974795,Hornets,0,2018-03-07
40-85,9-26,14-16,5,37,42,24,8,4,13,27,103,400974795,Bucks,1,2018-03-07
44-81,13-26,16-21,5,38,43,30,9,3,14,27,117,400974836,Bucks,0,2018-03-09
36-77,13-29,21-26,3,28,31,27,9,2,16,21,106,400974836,Hawks,1,2018-03-09
40-80,12-27,18-21,9,37,46,24,6,3,15,20,110,400974854,Thunder,0,2018-03-11
32-77,9-31,18-22,4,27,31,24,8,4,14,22,91,400974854,Bucks,1,2018-03-11
45-91,19-36,12-15,9,31,40,29,3,3,14,25,121,400974856,Bucks,0,2018-03-13
45-84,14-25,22-29,7,34,41,21,5,3,11,18,126,400974856,Hornets,1,2018-03-13
41-89,5-18,7-14,11,36,47,27,10,7,13,13,94,400974924,Bucks,0,2018-03-15
34-80,9-29,10-11,9,34,43,23,8,6,18,15,87,400974924,Spurs,1,2018-03-15
37-76,11-26,18-21,8,29,37,21,5,1,14,25,103,400974945,Grizzlies,0,2018-03-17
40-82,12-22,18-25,10,26,36,23,6,5,10,19,110,400974945,Bucks,1,2018-03-17
28-74,6-25,17-31,8,30,38,13,8,5,12,25,79,400974984,Bucks,0,2018-03-19
38-79,19-38,16-19,7,42,49,27,7,2,16,26,111,400974984,Mavericks,1,2018-03-19
39-74,9-24,12-17,8,38,46,23,4,1,16,18,99,400974998,Wizards,0,2018-03-21
35-79,4-22,14-19,6,27,33,17,10,7,9,19,88,400974998,Bucks,1,2018-03-21
41-77,8-21,18-23,8,32,40,19,5,6,16,21,108,400975036,Bucks,0,2018-03-23
46-81,18-32,11-19,5,25,30,31,8,2,10,19,121,400975036,Jazz,1,2018-03-23
42-87,6-20,13-15,5,30,35,19,11,5,9,20,103,400975067,Bucks,0,2018-03-24
35-83,6-23,15-17,10,40,50,17,5,3,19,14,91,400975067,Trail Blazers,1,2018-03-24
35-75,10-24,22-26,4,32,36,18,6,2,11,22,102,400975123,Mavericks,0,2018-03-27
36-79,8-24,29-34,7,33,40,20,10,6,10,24,109,400975123,Bucks,1,2018-03-27
33-76,8-23,26-37,9,26,35,20,7,3,16,23,100,400975132,Jazz,0,2018-03-29
44-81,7-17,22-26,8,33,41,22,8,6,11,29,117,400975132,Bucks,1,2018-03-29
44-95,8-27,12-19,15,23,38,23,14,5,9,13,108,400975161,Bucks,0,2018-03-30
45-80,13-25,12-15,9,32,41,35,5,8,21,16,115,400975161,Pelicans,1,2018-03-30
38-82,8-27,27-33,8,32,40,17,12,7,14,34,111,400975184,Bucks,0,2018-04-01
35-76,11-35,34-42,4,34,38,16,7,4,15,23,115,400975184,Rockets,1,2018-04-01
39-88,12-26,14-17,9,34,43,21,4,7,9,18,104,400975227,Hornets,0,2018-04-03
41-87,8-29,19-23,6,37,43,27,7,5,7,16,109,400975227,Bucks,1,2018-04-03
42-87,8-26,14-17,7,28,35,25,4,2,9,32,106,400975232,Bucks,0,2018-04-06
36-74,9-21,30-40,9,34,43,22,2,7,16,20,111,400975232,Hornets,1,2018-04-06
34-71,9-28,19-26,6,27,33,20,9,3,16,14,96,400975264,Timberwolves,0,2018-04-07
41-75,5-15,15-16,7,29,36,23,10,0,16,18,102,400975264,Bucks,1,2018-04-07
40-85,9-29,8-17,12,31,43,26,9,7,9,23,97,400975272,Bucks,0,2018-04-09
38-83,7-25,12-20,10,35,45,16,5,5,12,19,95,400975272,Thunder,1,2018-04-09
39-80,7-22,25-30,10,35,45,20,11,6,15,26,110,400975329,Bucks,0,2018-04-11
37-78,8-21,21-29,4,30,34,25,6,6,14,22,103,400975329,Wizards,1,2018-04-11
39-90,8-29,17-18,8,26,34,26,6,4,8,21,103,400975356,Magic,0,2017-10-17
45-82,4-19,16-25,11,36,47,20,4,9,14,21,110,400975356,Bucks,1,2017-10-17
25-79,4-28,25-27,8,32,40,9,8,1,15,23,79,400975380,Bucks,0,2017-10-20
35-76,11-29,16-20,3,46,49,23,8,8,13,18,97,400975380,Heat,1,2017-10-20
38-81,8-16,20-29,15,29,44,21,14,6,17,25,104,400975386,Bucks,0,2017-10-21
32-76,6-21,25-31,11,28,39,19,10,8,23,22,95,400975386,Wizards,1,2017-10-21
38-82,10-24,20-27,10,36,46,28,4,7,15,28,106,400975405,Heat,0,2017-10-24
