fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
40-87,10-27,9-12,7,24,31,18,7,2,15,19,99,400974885,Mavericks,0,2017-12-06
43-79,10-24,16-20,10,38,48,33,7,9,18,20,112,400974885,Timberwolves,1,2017-12-06
43-91,11-30,16-20,11,42,53,26,6,8,11,23,113,400974902,Mavericks,0,2017-12-08
32-75,10-25,25-32,3,36,39,21,5,5,15,19,99,400974902,Wizards,1,2017-12-08
37-87,11-37,14-18,11,30,41,18,9,4,20,20,99,400974942,Mavericks,0,2017-12-09
36-72,15-32,25-33,3,34,37,21,10,4,15,23,112,400974942,Thunder,1,2017-12-09
35-79,6-26,21-27,8,39,47,18,9,7,12,16,97,400974954,Spurs,0,2017-12-12
33-81,10-34,15-18,5,35,40,18,7,4,15,23,91,400974954,Mavericks,1,2017-12-12
39-84,13-30,20-23,11,37,48,27,7,0,10,18,111,400974975,Timberwolves,0,2017-12-14
32-86,8-38,15-17,11,30,41,18,3,3,11,20,87,400974975,Mavericks,1,2017-12-14
39-91,9-28,8-16,4,36,40,23,9,2,8,14,95,400975011,Mavericks,0,2017-12-16
37-81,7-29,13-14,6,46,52,25,7,6,17,25,94,400975011,Grizzlies,1,2017-12-16
29-80,13-35,10-13,8,31,39,24,12,1,17,15,81,400975034,Thunder,0,2017-12-17
37-75,15-35,8-11,8,35,43,25,11,5,17,18,97,400975034,Mavericks,1,2017-12-17
41-85,14-32,12-17,4,36,40,25,7,0,11,19,108,400975046,Mavericks,0,2017-12-19
43-82,10-24,19-21,4,39,43,27,7,5,10,16,115,400975046,Spurs,1,2017-12-19
38-91,14-36,15-23,15,34,49,25,5,5,7,19,105,400975098,Nuggets,0,2017-12-21
49-86,12-26,12-17,5,37,42,26,4,6,7,18,122,400975098,Mavericks,1,2017-12-21
37-81,11-31,7-9,6,27,33,23,6,5,10,22,92,400975139,Mavericks,0,2017-12-25
36-72,7-19,18-23,9,36,45,19,7,2,18,19,97,400975139,Timberwolves,1,2017-12-25
35-87,7-28,12-19,10,39,49,20,4,5,10,11,89,400975153,Spurs,0,2017-12-27
38-89,9-24,10-12,8,41,49,17,8,2,6,19,95,400975153,Mavericks,1,2017-12-27
39-80,10-28,8-9,4,34,38,23,4,4,9,16,96,400975186,Mavericks,0,2017-12-30
39-86,5-25,15-18,9,32,41,14,5,2,7,14,98,400975186,Spurs,1,2017-12-30
38-75,17-35,8-11,3,19,22,28,5,2,8,12,101,400975225,Mavericks,0,2018-01-02
46-72,16-25,5-6,2,33,35,25,3,3,11,15,113,400975225,Heat,1,2018-01-02
43-85,9-33,12-15,7,23,30,31,8,3,10,17,107,400975235,Mavericks,0,2018-01-03
42-75,10-24,18-22,6,32,38,29,5,2,15,19,112,400975235,Hawks,1,2018-01-03
46-83,22-39,14-18,5,38,43,27,5,4,15,23,128,400975271,Mavericks,0,2018-01-06
42-85,8-31,28-32,4,27,31,28,8,6,8,19,120,400975271,Pelicans,1,2018-01-06
46-89,15-34,9-14,8,28,36,26,5,5,7,18,116,400975287,Mavericks,0,2018-01-08
43-89,10-32,17-23,11,34,45,18,4,4,11,20,113,400975287,Thunder,1,2018-01-08
36-79,11-29,16-22,9,32,41,27,2,4,13,23,99,400975347,Magic,0,2018-01-11
43-83,9-26,19-22,5,33,38,27,6,2,4,22,114,400975347,Mavericks,1,2018-01-11
39-83,15-36,22-28,3,36,39,23,7,7,8,22,115,400975349,Mavericks,0,2018-01-12
43-84,10-26,15-30,4,39,43,16,6,5,11,22,111,400975349,Hornets,1,2018-01-12
38-78,8-27,18-22,5,30,35,17,10,3,16,24,102,400975397,Mavericks,0,2018-01-15
40-86,8-26,17-26,15,32,47,23,10,3,18,23,105,400975397,Nuggets,1,2018-01-15
38-83,10-25,22-28,11,26,37,19,9,5,9,21,108,400975428,Mavericks,0,2018-01-18
45-86,18-36,9-10,9,31,40,19,3,3,14,23,117,400975428,Trail Blazers,1,2018-01-18
26-86,7-32,16-27,17,30,47,15,7,5,12,18,75,400975439,Wizards,0,2018-01-20
38-87,10-31,12-17,9,43,52,20,9,9,11,21,98,400975439,Mavericks,1,2018-01-20
36-82,21-51,11-23,7,36,43,20,8,3,9,19,104,400975452,Rockets,0,2018-01-23
35-82,15-35,12-18,9,40,49,24,5,2,13,21,97,400975452,Mavericks,1,2018-01-23
39-79,10-30,19-23,10,44,54,20,4,6,14,17,107,400975467,Trail Blazers,0,2018-01-26
35-89,10-30,13-17,8,29,37,17,9,3,5,19,93,400975467,Mavericks,1,2018-01-26
34-85,11-31,10-19,8,35,43,17,8,5,8,15,89,400975476,Mavericks,0,2018-01-28
34-81,12-33,11-15,9,44,53,23,6,8,14,21,91,400975476,Nuggets,1,2018-01-28
34-75,12-31,15-19,11,30,41,23,9,11,16,19,95,400975488,Heat,0,2018-01-30
33-86,8-29,14-16,11,29,40,20,10,3,12,22,88,400975488,Mavericks,1,2018-01-30
38-93,10-31,11-16,12,40,52,26,6,4,14,25,97,400975583,Mavericks,0,2018-01-31
34-78,13-45,23-33,2,40,42,15,9,7,9,18,104,400975583,Rockets,1,2018-01-31
34-83,10-35,12-14,5,39,44,19,6,4,15,23,90,400975636,Mavericks,0,2018-02-03
34-85,9-32,20-26,9,35,44,26,6,3,11,19,97,400975636,Jazz,1,2018-02-03
42-93,10-36,17-19,19,37,56,19,7,2,22,24,111,400975665,Thunder,0,2018-02-06
44-91,13-36,9-15,8,28,36,30,11,1,16,22,110,400975665,Mavericks,1,2018-02-06
49-91,12-26,16-21,6,41,47,27,9,4,11,21,126,400975692,Pelicans,0,2018-02-07
40-90,10-23,19-25,10,33,43,25,5,2,12,20,109,400975692,Mavericks,1,2018-02-07
38-92,11-36,20-26,11,38,49,23,5,8,14,16,107,400975707,Nuggets,0,2018-02-09
43-90,15-27,17-23,9,42,51,24,8,3,15,20,118,400975707,Mavericks,1,2018-02-09
30-84,7-18,13-17,9,32,41,19,4,4,14,24,80,400975735,Grizzlies,0,2018-02-11
37-77,10-29,30-35,9,43,52,21,8,3,10,18,114,400975735,Mavericks,1,2018-02-11
39-84,17-45,10-14,6,39,45,21,5,5,11,22,105,400975743,Rockets,0,2018-02-13
33-94,5-31,11-18,17,36,53,27,5,2,10,18,82,400975743,Mavericks,1,2018-02-13
43-90,10-35,9-11,9,31,40,25,4,2,8,14,105,400975807,Mavericks,0,2018-02-22
48-91,10-25,9-15,9,37,46,33,5,2,9,11,115,400975807,Pelicans,1,2018-02-22
46-87,12-29,15-16,8,31,39,32,11,6,11,19,119,400975822,Jazz,0,2018-02-23
42-85,17-32,11-14,8,27,35,22,5,7,14,16,112,400975822,Mavericks,1,2018-02-23
35-92,12-25,20-29,13,49,62,21,10,4,13,14,102,400975839,Hornets,0,2018-02-25
36-91,12-41,14-19,5,47,52,22,10,6,12,22,98,400975839,Mavericks,1,2018-02-25
35-83,8-25,15-17,6,38,44,14,10,6,9,13,93,400975880,Timberwolves,0,2018-02-27
38-86,11-28,5-7,6,40,46,22,5,5,14,17,92,400975880,Mavericks,1,2018-02-27
39-87,10-40,21-24,5,41,46,28,6,2,13,20,109,400975910,Trail Blazers,0,2018-03-01
42-92,17-44,14-20,8,35,43,27,8,5,7,16,115,400975910,Mavericks,1,2018-03-01
39-89,10-30,12-17,11,32,43,24,3,1,11,23,100,400975916,Mavericks,0,2018-03-03
39-86,8-29,19-27,12,35,47,27,4,10,13,15,105,400975916,Magic,1,2018-03-03
29-68,6-19,34-37,3,35,38,16,5,2,12,21,98,400974794,Grizzlies,0,2018-03-05
32-77,9-38,17-23,9,30,39,25,5,2,16,31,90,400974794,Rockets,1,2018-03-05
38-85,22-57,11-13,7,44,51,21,5,6,15,26,109,400974821,Rockets,0,2018-03-07
33-88,11-29,16-28,11,33,44,16,6,5,9,14,93,400974821,Hornets,1,2018-03-07
29-77,14-38,17-21,8,35,43,18,4,3,17,23,89,400974831,Rockets,0,2018-03-09
40-85,14-33,9-12,6,36,42,26,10,6,9,20,103,400974831,Grizzlies,1,2018-03-09
42-89,16-47,19-23,9,35,44,28,14,4,12,16,119,400974874,Rockets,0,2018-03-11
39-81,11-33,15-18,5,36,41,16,8,8,18,16,104,400974874,Hawks,1,2018-03-11
38-88,13-34,21-24,8,25,33,22,7,3,13,18,110,400974891,Jazz,0,2018-03-13
48-81,23-39,18-21,5,37,42,26,9,7,20,24,137,400974891,Rockets,1,2018-03-13
38-79,6-20,14-18,5,36,41,23,9,5,19,20,96,400974931,Grizzlies,0,2018-03-15
37-83,16-45,21-28,11,35,46,18,14,4,15,19,111,400974931,Rockets,1,2018-03-15
35-78,18-43,17-21,9,36,45,21,8,9,16,24,105,400974983,Rockets,0,2018-03-17
31-86,7-27,14-19,15,33,48,18,6,7,12,18,83,400974983,Grizzlies,1,2018-03-17
35-87,10-33,15-23,15,28,43,19,11,5,19,14,95,400975010,Nuggets,0,2018-03-19
45-82,18-41,17-23,8,38,46,30,13,4,18,22,125,400975010,Rockets,1,2018-03-19
38-81,18-42,18-24,8,38,46,22,10,5,17,25,112,400975117,Rockets,0,2018-03-21
34-77,11-30,22-27,4,28,32,17,10,5,13,21,101,400975117,Jazz,1,2018-03-21
40-75,10-25,34-42,7,28,35,14,13,2,12,17,124,400975135,Rockets,0,2018-03-23
45-88,18-41,9-12,7,26,33,19,4,5,15,28,117,400975135,Trail Blazers,1,2018-03-23
49-85,18-33,7-13,6,35,41,32,6,2,18,19,123,400975143,Pelicans,0,2018-03-25
48-88,17-45,17-25,4,32,36,30,12,7,9,15,130,400975143,Rockets,1,2018-03-25
36-87,4-21,20-27,12,44,56,14,4,5,12,15,96,400975163,Hornets,0,2018-03-27
39-88,17-45,13-19,6,39,45,24,7,5,10,18,108,400975163,Rockets,1,2018-03-27
46-94,10-26,7-13,12,27,39,22,10,5,17,17,109,400975179,Spurs,0,2018-03-28
43-91,18-50,20-25,12,33,45,20,15,3,13,16,124,400975179,Rockets,1,2018-03-28
42-91,8-27,7-8,5,27,32,17,12,1,6,22,99,400975196,Jazz,0,2018-03-30
40-77,17-43,23-27,12,40,52,25,5,7,14,13,120,400975196,Rockets,1,2018-03-30
35-81,12-37,25-31,12,26,38,23,11,4,13,20,107,400974448,Rockets,0,2018-04-01
43-79,8-18,18-23,9,31,40,21,9,10,14,20,112,400974448,Thunder,1,2018-04-01
38-89,14-48,13-16,8,27,35,15,11,2,14,13,103,400975267,Rockets,0,2018-04-03
47-88,18-36,9-12,10,35,45,23,12,5,16,15,121,400975267,Wizards,1,2018-04-03
42-89,15-34,17-21,9,42,51,25,6,3,15,19,116,400975300,Rockets,0,2018-04-05
35-91,6-31,22-25,9,39,48,16,7,3,12,19,98,400975300,Magic,1,2018-04-05
40-83,9-26,23-32,6,34,40,21,5,6,12,26,112,400975354,Trail Blazers,0,2018-04-06
45-100,12-38,19-25,17,32,49,25,7,5,13,30,121,400975354,Rockets,1,2018-04-06
38-81,8-24,14-21,8,32,40,24,8,8,11,16,98,400975411,Timberwolves,0,2018-04-09
42-88,17-39,15-17,11,34,45,24,11,5,9,15,116,400975411,Rockets,1,2018-04-09
39-82,7-30,5-9,9,33,42,18,7,4,16,18,90,400975435,Heat,0,2018-04-11
36-81,15-37,12-18,8,30,38,20,10,3,14,15,99,400975435,Rockets,1,2018-04-11
36-78,12-36,29-35,2,33,35,22,10,2,12,23,113,400975466,Rockets,0,2017-10-18
44-82,11-27,16-21,6,36,42,36,8,5,15,26,115,400975466,Pelicans,1,2017-10-18
42-83,15-31,8-10,7,26,33,26,6,4,10,22,107,400975494,Magic,0,2017-10-20
39-77,13-35,23-28,8,32,40,17,5,5,12,15,114,400975494,Rockets,1,2017-10-20
37-83,14-42,14-17,7,31,38,20,10,7,9,16,102,400975510,Rockets,0,2017-10-21
35-83,6-24,15-17,9,37,46,21,7,5,16,12,91,400975510,Spurs,1,2017-10-21
38-74,12-31,21-26,4,31,35,16,8,6,9,16,109,400975552,Rockets,0,2017-10-23
39-88,13-32,10-12,15,26,41,23,3,3,13,17,101,400975552,Heat,1,2017-10-23
42-88,3-28,17-21,7,32,39,25,7,2,10,20,104,400975569,Nuggets,0,2017-10-25
43-86,19-41,25-34,11,37,48,26,5,7,11,16,130,400975569,Rockets,1,2017-10-25
41-83,22-47,22-29,9,28,37,25,1,4,6,23,126,400975595,Rockets,0,2017-10-28
40-84,6-23,22-23,9,31,40,22,3,4,8,20,108,400975595,Timberwolves,1,2017-10-28
40-94,10-26,12-16,16,27,43,19,6,3,10,22,102,400975623,Timberwolves,0,2017-10-29
40-83,14-38,26-30,14,36,50,24,6,2,10,17,120,400975623,Rockets,1,2017-10-29
39-77,15-35,26-32,11,31,42,18,7,3,18,23,119,400975642,Rockets,0,2017-10-31
44-91,10-29,16-24,12,24,36,33,13,6,13,27,114,400975642,Nuggets,1,2017-10-31
34-79,9-33,19-25,9,31,40,15,15,2,15,21,96,400975651,Rockets,0,2017-11-03
31-71,7-29,16-22,7,32,39,21,6,4,22,19,85,400975651,Jazz,1,2017-11-03
38-72,17-33,29-34,7,30,37,25,11,7,20,20,122,400975706,Rockets,0,2017-11-04
46-93,12-34,8-11,12,22,34,18,12,4,19,28,112,400975706,Thunder,1,2017-11-04
33-81,11-28,16-23,7,29,36,20,5,2,13,17,93,400975747,Spurs,0,2017-11-08
39-80,13-44,18-23,9,41,50,24,6,4,15,24,109,400975747,Rockets,1,2017-11-08
39-93,15-41,14-18,13,33,46,19,8,7,7,19,107,400975782,Rockets,0,2017-11-10
41-83,8-24,11-12,6,34,40,18,4,8,12,19,101,400975782,Pelicans,1,2017-11-10
43-78,16-35,27-36,8,25,33,28,7,8,11,26,129,400975794,Rockets,0,2017-11-12
45-86,10-20,20-26,14,27,41,24,7,1,12,26,120,400975794,Timberwolves,1,2017-11-12
38-79,19-36,20-29,7,31,38,18,3,4,9,23,115,400975810,Rockets,0,2017-11-15
40-81,11-28,20-27,10,34,44,20,6,7,8,18,111,400975810,Trail Blazers,1,2017-11-15
38-96,6-21,9-12,12,34,46,19,10,6,16,14,91,400975837,Pelicans,0,2017-11-17
45-93,18-47,6-8,5,43,48,22,10,8,19,17,114,400975837,Rockets,1,2017-11-17
39-88,11-40,10-11,7,38,45,18,5,2,13,14,99,400975847,Hawks,0,2017-11-19
44-90,20-52,10-11,6,39,45,28,7,4,11,12,118,400975847,Rockets,1,2017-11-19
26-77,7-31,24-29,8,34,42,12,3,3,9,19,83,400975891,Rockets,0,2017-11-20
40-81,6-17,14-21,8,40,48,19,8,8,8,19,100,400975891,Spurs,1,2017-11-20
38-72,12-25,16-23,3,33,36,25,6,1,17,21,104,400975907,Wizards,0,2017-11-24
43-84,16-46,18-27,10,36,46,26,13,3,9,14,120,400975907,Rockets,1,2017-11-24
39-85,7-22,9-14,12,35,47,16,10,2,18,20,94,400975923,Trail Blazers,0,2017-11-27
34-73,13-37,15-24,6,32,38,16,10,5,15,16,96,400975923,Rockets,1,2017-11-27
36-91,10-33,26-33,15,27,42,21,11,5,11,20,108,400975940,Thunder,0,2017-11-29
36-76,14-37,16-23,6,35,41,23,7,5,17,24,102,400975940,Rockets,1,2017-11-29
30-79,7-25,24-29,16,35,51,15,4,12,17,31,91,400974704,Pelicans,0,2017-12-01
39-92,9-29,16-28,15,30,45,19,9,8,11,29,103,400974704,Grizzlies,1,2017-12-01
37-89,7-17,23-29,10,46,56,15,3,7,11,22,104,400974847,Hornets,0,2017-12-02
32-93,8-35,27-33,11,37,48,17,7,8,7,22,99,400974847,Grizzlies,1,2017-12-02
38-75,13-29,12-14,6,32,38,25,6,8,24,22,101,400974863,Magic,0,2017-12-04
39-82,10-30,11-16,5,26,31,21,12,3,13,16,99,400974863,Grizzlies,1,2017-12-04
35-73,7-19,21-25,5,29,34,18,8,10,14,21,98,400974908,Grizzlies,0,2017-12-06
36-81,6-19,19-20,10,32,42,11,9,1,16,18,97,400974908,Trail Blazers,1,2017-12-06
33-83,6-15,28-32,15,45,60,11,1,9,15,23,100,400974997,Trail Blazers,0,2017-12-08
33-86,8-30,18-23,5,30,35,23,6,9,8,26,92,400974997,Grizzlies,1,2017-12-08
36-73,9-24,11-16,3,20,23,28,10,3,18,21,92,400975025,Grizzlies,0,2017-12-10
40-79,9-32,15-26,15,35,50,24,9,4,20,18,104,400975025,Nuggets,1,2017-12-10
35-77,11-22,14-16,11,26,37,21,4,1,17,19,95,400975062,Grizzlies,0,2017-12-12
38-75,8-20,20-24,5,27,32,22,9,5,8,17,104,400975062,Spurs,1,2017-12-12
31-70,11-27,22-32,7,36,43,20,8,5,13,18,95,400975074,Spurs,0,2017-12-14
30-74,5-15,14-18,8,30,38,19,8,6,16,26,79,400975074,Grizzlies,1,2017-12-14
35-79,4-17,18-19,7,27,34,17,9,2,9,16,92,400975096,Timberwolves,0,2017-12-15
34-72,6-21,21-24,6,35,41,22,6,8,16,22,95,400975096,Grizzlies,1,2017-12-15
36-92,12-34,18-31,17,30,47,18,7,5,10,21,102,400975133,Thunder,0,2017-12-17
39-88,13-33,10-17,13,34,47,23,5,5,13,30,101,400975133,Grizzlies,1,2017-12-17
37-66,14-27,19-24,2,33,35,24,8,8,13,22,107,400975144,Heat,0,2017-12-20
28-72,8-27,18-27,6,25,31,17,6,1,14,22,82,400975144,Grizzlies,1,2017-12-20
31-81,10-28,15-16,10,37,47,18,6,2,16,23,87,400975157,Grizzlies,0,2017-12-22
36-77,9-22,12-24,6,38,44,21,7,8,15,22,93,400975157,Wizards,1,2017-12-22
34-77,12-31,14-16,7,28,35,27,12,5,17,19,94,400975176,Hawks,0,2017-12-26
36-78,12-25,12-17,10,33,43,21,12,6,21,24,96,400975176,Grizzlies,1,2017-12-26
33-84,10-27,26-34,12,36,48,21,7,7,13,23,102,400975321,Wizards,0,2017-12-28
35-86,10-30,20-26,11,35,46,20,6,9,16,25,100,400975321,Grizzlies,1,2017-12-28
34-77,11-35,23-34,9,31,40,20,5,7,12,26,102,400975355,Pelicans,0,2017-12-30
37-88,5-19,26-32,14,36,50,21,7,5,9,26,105,400975355,Grizzlies,1,2017-12-30
30-77,7-24,11-14,8,28,36,17,8,5,14,28,78,400975371,Grizzlies,0,2018-01-03
27-70,7-22,26-32,12,35,47,15,8,3,14,18,87,400975371,Nuggets,1,2018-01-03
37-82,15-35,15-16,10,34,44,22,2,1,14,29,104,400975423,Grizzlies,0,2018-01-05
39-78,7-27,26-32,6,35,41,23,6,5,10,15,111,400975423,Pelicans,1,2018-01-05
38-82,10-24,22-25,11,34,45,29,9,6,13,19,108,400975453,Spurs,0,2018-01-06
36-83,2-18,11-14,9,32,41,19,7,4,17,25,85,400975453,Grizzlies,1,2018-01-06
34-79,4-22,10-13,9,28,37,23,7,5,25,24,82,400975545,Grizzlies,0,2018-01-08
42-83,8-25,16-21,8,28,36,29,13,5,13,16,108,400975545,Hawks,1,2018-01-08
29-69,6-22,28-33,9,34,43,14,6,4,19,16,92,400975554,Jazz,0,2018-01-10
34-81,8-23,12-16,9,27,36,18,12,5,15,26,88,400975554,Grizzlies,1,2018-01-10
32-82,6-28,22-24,12,35,47,21,4,5,17,32,92,400975585,Grizzlies,0,2018-01-13
34-77,16-37,26-40,9,29,38,21,6,3,9,23,110,400975585,Thunder,1,2018-01-13
40-81,17-37,24-35,8,30,38,26,7,6,9,19,121,400975607,Thunder,0,2018-01-15
44-86,14-27,12-15,6,35,41,29,6,2,12,25,114,400975607,Grizzlies,1,2018-01-15
35-80,5-11,14-17,9,31,40,16,7,3,19,22,89,400975631,Grizzlies,0,2018-01-17
41-89,12-33,21-27,14,36,50,27,15,6,10,17,115,400975631,Heat,1,2018-01-17
40-73,6-22,22-26,6,31,37,18,17,3,22,22,108,400975677,Nuggets,0,2018-01-19
40-91,10-27,12-15,17,23,40,26,14,3,20,23,102,400975677,Grizzlies,1,2018-01-19
38-93,6-22,18-26,13,33,46,24,9,3,9,26,100,400975682,Grizzlies,0,2018-01-21
36-72,8-25,27-33,5,39,44,19,4,9,14,23,107,400975682,Magic,1,2018-01-21
42-80,8-22,6-9,6,36,42,26,8,5,20,22,98,400975700,Grizzlies,0,2018-01-24
35-76,6-22,24-31,4,32,36,18,14,4,11,10,100,400975700,Spurs,1,2018-01-24
33-74,13-32,16-22,8,40,48,26,10,8,17,17,95,400975726,Jazz,0,2018-01-27
31-83,6-22,10-14,10,29,39,16,4,5,15,22,78,400975726,Grizzlies,1,2018-01-27
32-87,9-33,21-29,18,31,49,17,10,5,7,25,94,400975786,Nuggets,0,2018-01-28
33-81,13-32,22-28,14,33,47,21,5,9,11,20,101,400975786,Grizzlies,1,2018-01-28
30-78,4-18,15-21,9,29,38,13,4,7,19,24,79,400975818,Grizzlies,0,2018-01-30
49-92,19-40,23-27,11,42,53,25,10,4,8,17,140,400975818,Hornets,1,2018-01-30
40-84,15-31,6-9,7,28,35,25,8,4,13,23,101,400975852,Grizzlies,0,2018-02-01
33-79,8-24,19-24,7,30,37,21,7,6,14,15,93,400975852,Timberwolves,1,2018-02-01
38-79,8-30,19-30,8,30,38,15,7,8,12,20,103,400975865,Trail Blazers,0,2018-02-03
41-84,13-25,13-23,11,35,46,23,7,2,15,24,108,400975865,Grizzlies,1,2018-02-03
39-81,9-23,10-15,7,26,33,24,8,4,13,21,97,400975881,Grizzlies,0,2018-02-05
40-74,12-31,15-26,7,31,38,24,7,5,15,19,107,400975881,Jazz,1,2018-02-05
40-88,9-21,9-12,9,33,42,20,7,5,17,19,98,400975900,Grizzlies,0,2018-02-07
39-84,12-38,23-25,8,35,43,28,9,2,13,15,113,400975900,Trail Blazers,1,2018-02-07
37-93,10-32,11-15,11,26,37,19,9,1,21,19,95,400975919,Grizzlies,0,2018-02-09
45-86,16-36,17-19,11,37,48,32,14,7,16,19,123,400975919,Pelicans,1,2018-02-09
35-85,5-18,19-21,10,25,35,20,11,5,17,20,94,400975955,Grizzlies,0,2018-02-11
42-87,7-22,22-26,18,34,52,27,10,7,17,18,113,400975955,Timberwolves,1,2018-02-11
44-91,13-31,22-24,10,32,42,22,9,2,13,22,123,400975973,Grizzlies,0,2018-02-12
47-85,20-43,23-32,8,37,45,32,8,3,14,23,137,400975973,Thunder,1,2018-02-12
30-76,9-30,24-32,4,38,42,17,5,7,17,26,93,400974804,Pelicans,0,2018-02-14
33-88,10-29,27-33,18,45,63,17,7,7,18,22,103,400974804,Trail Blazers,1,2018-02-14
43-85,16-34,13-18,6,37,43,27,10,1,16,19,115,400974848,Magic,0,2018-02-23
39-85,7-28,14-18,9,34,43,30,9,5,19,22,99,400974848,Pelicans,1,2018-02-23
41-83,6-22,16-24,11,36,47,20,13,3,21,21,104,400974864,Timberwolves,0,2018-02-25
36-84,8-31,18-21,9,29,38,27,13,4,19,24,98,400974864,Pelicans,1,2018-02-25
40-87,17-36,8-9,10,26,36,25,14,1,16,18,105,400974946,Hawks,0,2018-02-26
41-75,13-33,11-17,7,31,38,31,10,5,19,13,106,400974946,Pelicans,1,2018-02-26
48-91,12-33,6-10,8,21,29,32,2,0,13,19,114,400974977,Pelicans,0,2018-02-28
56-89,18-35,16-21,13,35,48,37,5,4,14,15,146,400974977,Nuggets,1,2018-02-28
38-89,11-35,20-26,9,31,40,22,14,2,14,25,107,400974999,Thunder,0,2018-03-02
41-80,7-25,25-32,7,42,49,26,8,3,19,22,114,400974999,Pelicans,1,2018-03-02
35-88,6-24,14-15,8,31,39,22,10,5,15,23,90,400975013,Spurs,0,2018-03-03
39-81,7-24,22-24,7,38,45,23,7,2,15,18,107,400975013,Pelicans,1,2018-03-03
47-81,9-23,17-19,10,34,44,30,10,1,17,14,120,400975060,Timberwolves,0,2018-03-05
39-84,14-35,10-11,8,20,28,27,8,2,16,17,102,400975060,Pelicans,1,2018-03-05
42-87,15-30,9-15,6,36,42,28,4,7,10,20,108,400975076,Pelicans,0,2018-03-07
42-85,12-30,18-25,8,38,46,25,7,3,7,15,114,400975076,Jazz,1,2018-03-07
45-86,15-31,18-25,4,44,48,22,2,3,10,16,123,400975084,Pelicans,0,2018-03-09
47-105,11-35,11-11,9,35,44,20,6,3,4,17,116,400975084,Trail Blazers,1,2018-03-09
41-94,16-35,16-22,10,30,40,22,7,4,9,21,114,400975111,Nuggets,0,2018-03-13
46-86,12-31,19-29,11,38,49,28,4,5,11,19,123,400975111,Pelicans,1,2018-03-13
43-91,15-34,10-14,7,35,42,27,8,8,19,15,111,400975178,Pelicans,0,2018-03-15
46-100,16-36,9-14,11,37,48,30,12,4,15,17,117,400975178,Nuggets,1,2018-03-15
34-80,5-20,33-40,11,31,42,20,7,1,16,16,106,400975203,Pelicans,0,2018-03-17
46-92,14-35,10-14,10,34,44,29,8,3,16,31,116,400975203,Wizards,1,2018-03-17
43-86,10-30,15-24,11,37,48,23,10,2,15,25,111,400975223,Pelicans,0,2018-03-19
36-85,4-20,21-29,10,30,40,16,7,2,14,19,97,400975223,Magic,1,2018-03-19
39-73,15-25,16-19,6,31,37,27,5,10,14,20,109,400975237,Pelicans,0,2018-03-20
36-85,10-32,12-15,13,25,38,18,4,3,13,19,94,400975237,Heat,1,2018-03-20
41-82,14-30,12-12,7,35,42,23,8,2,20,18,108,400975310,Pelicans,0,2018-03-22
38-84,7-32,15-17,6,30,36,23,12,1,14,21,98,400975310,Jazz,1,2018-03-22
33-78,6-29,26-28,7,31,38,20,5,6,15,19,98,400975330,Pelicans,0,2018-03-24
44-90,9-18,19-21,13,34,47,26,10,5,9,20,116,400975330,Timberwolves,1,2018-03-24
45-101,12-42,11-14,14,25,39,24,13,6,11,22,113,400975370,Trail Blazers,0,2018-03-26
45-82,7-19,22-23,9,34,43,26,7,6,18,16,119,400975370,Pelicans,1,2018-03-26
35-80,10-27,13-19,9,34,43,27,5,6,12,20,93,400975400,Pelicans,0,2018-03-29
37-89,10-40,10-13,12,31,43,32,5,3,10,22,94,400975400,Hawks,1,2018-03-29
39-87,9-26,14-18,8,34,42,26,6,10,15,19,101,400975447,Pelicans,0,2018-03-31
36-85,6-21,18-31,10,39,49,16,5,6,14,23,96,400975447,Hornets,1,2018-03-31
46-90,13-24,9-13,5,36,41,30,10,2,16,20,114,400975518,Pelicans,0,2018-04-01
37-97,9-36,17-20,15,37,52,24,6,5,16,18,100,400975518,Thunder,1,2018-04-01
42-101,8-33,15-17,18,33,51,23,9,8,13,11,107,400975526,Pelicans,0,2018-04-04
48-95,10-21,12-16,12,38,50,21,9,3,12,13,118,400975526,Timberwolves,1,2018-04-04
52-89,14-21,15-17,9,36,45,29,6,5,13,18,133,400975539,Jazz,0,2018-04-06
47-93,8-22,7-13,6,24,30,24,10,6,14,15,109,400975539,Pelicans,1,2018-04-06
50-108,6-18,17-26,13,45,58,26,12,5,13,23,123,400975625,Heat,0,2018-04-08
48-108,8-31,20-24,13,43,56,27,9,13,15,18,124,400975625,Pelicans,1,2018-04-08
50-99,9-26,12-15,12,31,43,26,7,3,12,17,121,400975666,Pelicans,0,2018-04-09
48-99,9-26,11-14,13,34,47,23,7,9,11,15,116,400975666,Spurs,1,2018-04-09
46-96,9-26,15-20,10,39,49,34,10,4,12,16,116,400975728,Wizards,0,2018-04-11
38-82,6-20,15-18,2,36,38,23,3,10,15,18,97,400975728,Pelicans,1,2018-04-11
40-96,12-32,24-25,17,38,55,24,4,3,15,20,116,400975741,Jazz,0,2017-10-18
41-93,6-21,11-13,10,28,38,28,7,14,13,25,99,400975741,Pelicans,1,2017-10-18
45-93,7-26,18-22,8,37,45,22,8,9,13,13,115,400975757,Hornets,0,2017-10-20
52-104,9-22,6-8,14,36,50,33,10,7,12,16,119,400975757,Pelicans,1,2017-10-20
36-90,6-16,15-16,12,41,53,18,7,7,14,18,93,400975771,Pelicans,0,2017-10-21
